TAG	Rep_gene	Rep_len	Rep_genome	Gene_cnt_chromosome	Gene_list_chromosome	Gene_cnt_plasmid	Gene_list_plasmid	Genome_cnt	Genome_list	1121259.3	1214564.3	1387555.3	1387557.3	31899.1	351627.8	608506.3	632292.3	632335.8	632348.3	632516.3	632518.3	most_common_function	function_proportion	count_result
TAG3826	fig|31899.10.peg.829|SAMN05216182_0674	224	31899.1	4	fig|1387555.3.peg.1340,fig|1387557.3.peg.698,fig|31899.10.peg.829|SAMN05216182_0674,fig|608506.3.peg.829|COB47_0755	0	-	4	1387555.3;1387557.3;31899.10;608506.3	-	-	1340	698	829_0674	-	829_0755	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 4})
TAG3827	fig|31899.10.peg.83	61	31899.1	4	fig|31899.10.peg.83,fig|351627.8.peg.351,fig|632335.8.peg.2364,fig|632516.3.peg.1351	0	-	4	31899.10;351627.8;632335.8;632516.3	-	-	-	-	83	351	-	-	2364	-	1351	-	hypothetical protein	1.0	Counter({'hypothetical protein': 4})
TAG3828	fig|31899.10.peg.830	40	31899.1	1	fig|31899.10.peg.830	0	-	1	31899.1	-	-	-	-	830	-	-	-	-	-	-	-	Transposase, mutator type	1.0	Counter({'Transposase, mutator type': 1})
TAG3829	fig|31899.10.peg.831	190	31899.1	1	fig|31899.10.peg.831	0	-	1	31899.1	-	-	-	-	831	-	-	-	-	-	-	-	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
TAG3830	fig|31899.10.peg.832	71	31899.1	1	fig|31899.10.peg.832	0	-	1	31899.1	-	-	-	-	832	-	-	-	-	-	-	-	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
TAG3831	fig|31899.10.peg.84	79	31899.1	1	fig|31899.10.peg.84	0	-	1	31899.1	-	-	-	-	84	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3832	fig|31899.10.peg.842	46	31899.1	1	fig|31899.10.peg.842	0	-	1	31899.1	-	-	-	-	842	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3833	fig|31899.10.peg.844|SAMN05216182_0685	157	31899.1	1	fig|31899.10.peg.844|SAMN05216182_0685	0	-	1	31899.1	-	-	-	-	844_0685	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3834	fig|31899.10.peg.850|SAMN05216182_0691	253	31899.1	11	fig|1121259.3.peg.2140,fig|1214564.3.peg.724,fig|1387557.3.peg.639,fig|31899.10.peg.850|SAMN05216182_0691,fig|351627.8.peg.524|Csac_0453,fig|608506.3.peg.429|COB47_0382,fig|632292.3.peg.2344|Calhy_2235,fig|632335.8.peg.2415|Calkr_2232,fig|632348.3.peg.2323|Calkro_2206,fig|632516.3.peg.885|CallaDRAFT_0844,fig|632518.3.peg.292|Calow_0264	0	-	11	1121259.3;1214564.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	2140	724	-	639	850_0691	524_0453	429_0382	2344_2235	2415_2232	2323_2206	885_0844	292_0264	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	0.818181818182	Counter({'N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)': 9, 'cell wall hydrolase': 2})
TAG3835	fig|31899.10.peg.859|SAMN05216182_0700	84	31899.1	6	fig|1387557.3.peg.650,fig|31899.10.peg.859|SAMN05216182_0700,fig|632292.3.peg.2333|Calhy_2226,fig|632335.8.peg.2405|Calkr_2222,fig|632348.3.peg.2312,fig|632516.3.peg.894|CallaDRAFT_0853	0	-	6	1387557.3;31899.10;632292.3;632335.8;632348.3;632516.3	-	-	-	650	859_0700	-	-	2333_2226	2405_2222	2312	894_0853	-	hypothetical protein	1.0	Counter({'hypothetical protein': 6})
TAG3836	fig|31899.10.peg.85|SAMN05216182_0017	40	31899.1	2	fig|1387557.3.peg.2845,fig|31899.10.peg.85|SAMN05216182_0017	0	-	2	1387557.3;31899.10	-	-	-	2845	85_0017	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG3837	fig|31899.10.peg.865|SAMN05216182_0706	221	31899.1	12	fig|1121259.3.peg.2158,fig|1214564.3.peg.2192,fig|1387555.3.peg.159,fig|1387557.3.peg.656,fig|31899.10.peg.865|SAMN05216182_0706,fig|351627.8.peg.254|Csac_0215,fig|608506.3.peg.444|COB47_0396,fig|632292.3.peg.2327|Calhy_2220,fig|632335.8.peg.2399|Calkr_2216,fig|632348.3.peg.2306|Calkro_2191,fig|632516.3.peg.900|CallaDRAFT_0859,fig|632518.3.peg.308|Calow_0278	0	-	12	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	2158	2192	159	656	865_0706	254_0215	444_0396	2327_2220	2399_2216	2306_2191	900_0859	308_0278	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB	1.0	Counter({'tRNA threonylcarbamoyladenosine biosynthesis protein TsaB': 12})
TAG3838	fig|31899.10.peg.872|SAMN05216182_0714	464	31899.1	4	fig|31899.10.peg.872|SAMN05216182_0714,fig|608506.3.peg.452|COB47_0404,fig|632348.3.peg.2299|Calkro_2184,fig|632518.3.peg.318|Calow_0287	0	-	4	31899.10;608506.3;632348.3;632518.3	-	-	-	-	872_0714	-	452_0404	-	-	2299_2184	-	318_0287	Glycosyl transferase, group 2 family	1.0	Counter({'Glycosyl transferase, group 2 family': 4})
TAG3839	fig|31899.10.peg.874|SAMN05216182_0716	421	31899.1	7	fig|1121259.3.peg.2177,fig|1214564.3.peg.733,fig|1387557.3.peg.662,fig|31899.10.peg.874|SAMN05216182_0716,fig|632292.3.peg.2320|Calhy_2214,fig|632335.8.peg.2392|Calkr_2210,fig|632348.3.peg.2297|Calkro_2182	0	-	7	1121259.3;1214564.3;1387557.3;31899.10;632292.3;632335.8;632348.3	2177	733	-	662	874_0716	-	-	2320_2214	2392_2210	2297_2182	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 7})
TAG3840	fig|31899.10.peg.876|SAMN05216182_0718	127	31899.1	5	fig|31899.10.peg.876|SAMN05216182_0718,fig|608506.3.peg.461|COB47_0411,fig|632292.3.peg.2318|Calhy_2212,fig|632348.3.peg.2295|Calkro_2180,fig|632518.3.peg.322|Calow_0291	0	-	5	31899.10;608506.3;632292.3;632348.3;632518.3	-	-	-	-	876_0718	-	461_0411	2318_2212	-	2295_2180	-	322_0291	protein of unknown function DUF1232	1.0	Counter({'protein of unknown function DUF1232': 5})
TAG3841	fig|31899.10.peg.88|SAMN05216182_0020	600	31899.1	26	fig|1121259.3.peg.1154,fig|1121259.3.peg.2302,fig|1121259.3.peg.452,fig|1214564.3.peg.1949,fig|1214564.3.peg.930,fig|1387555.3.peg.2156,fig|1387555.3.peg.628,fig|1387557.3.peg.2451,fig|1387557.3.peg.2848,fig|1387557.3.peg.489,fig|31899.10.peg.2602|SAMN05216182_2367,fig|31899.10.peg.88|SAMN05216182_0020,fig|351627.8.peg.148|Csac_0125,fig|351627.8.peg.1506|Csac_1355,fig|351627.8.peg.346|Csac_0300,fig|608506.3.peg.1955|COB47_1827,fig|608506.3.peg.2343|COB47_2176,fig|632292.3.peg.2505|Calhy_2388,fig|632292.3.peg.312|Calhy_0284,fig|632335.8.peg.2369|Calkr_2188,fig|632335.8.peg.260|Calkr_0214,fig|632335.8.peg.569|Calkr_0508,fig|632348.3.peg.319|Calkro_0300,fig|632348.3.peg.644|Calkro_0601,fig|632516.3.peg.1048|CallaDRAFT_0990,fig|632516.3.peg.1346|CallaDRAFT_1286	0	-	11	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3	1154,2302,452	1949,930	2156,628	2451,2848,489	2602_2367,88_0020	148_0125,1506_1355,346_0300	1955_1827,2343_2176	2505_2388,312_0284	2369_2188,260_0214,569_0508	319_0300,644_0601	1048_0990,1346_1286	-	Two-component system sensor histidine kinase	1.0	Counter({'Two-component system sensor histidine kinase': 26})
TAG3842	fig|31899.10.peg.890|SAMN05216182_0733	189	31899.1	9	fig|1214564.3.peg.308,fig|1387557.3.peg.1595,fig|31899.10.peg.890|SAMN05216182_0733,fig|351627.8.peg.1259|Csac_1120,fig|608506.3.peg.483|COB47_0431,fig|632292.3.peg.2282|Calhy_2178,fig|632335.8.peg.524|Calkr_0466,fig|632348.3.peg.2278|Calkro_2163,fig|632348.3.peg.549|Calkro_0518	0	-	8	1214564.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3	-	308	-	1595	890_0733	1259_1120	483_0431	2282_2178	524_0466	2278_2163,549_0518	-	-	hypothetical protein	0.666666666667	Counter({'hypothetical protein': 6, 'Transposase, IS4 family': 3})
TAG3843	fig|31899.10.peg.891	48	31899.1	1	fig|31899.10.peg.891	0	-	1	31899.1	-	-	-	-	891	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3844	fig|31899.10.peg.8|SAMN05216182_2907	149	31899.1	1	fig|31899.10.peg.8|SAMN05216182_2907	0	-	1	31899.1	-	-	-	-	8_2907	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3845	fig|31899.10.peg.9	38	31899.1	1	fig|31899.10.peg.9	0	-	1	31899.1	-	-	-	-	9	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3846	fig|31899.10.peg.903	75	31899.1	1	fig|31899.10.peg.903	0	-	1	31899.1	-	-	-	-	903	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3847	fig|31899.10.peg.904	58	31899.1	1	fig|31899.10.peg.904	0	-	1	31899.1	-	-	-	-	904	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3848	fig|31899.10.peg.905	110	31899.1	1	fig|31899.10.peg.905	0	-	1	31899.1	-	-	-	-	905	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3849	fig|31899.10.peg.906|SAMN05216182_0744	460	31899.1	2	fig|31899.10.peg.906|SAMN05216182_0744,fig|608506.3.peg.827|COB47_0753	0	-	2	31899.10;608506.3	-	-	-	-	906_0744	-	827_0753	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG3850	fig|31899.10.peg.907	44	31899.1	1	fig|31899.10.peg.907	0	-	1	31899.1	-	-	-	-	907	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3851	fig|31899.10.peg.909|SAMN05216182_0746	224	31899.1	1	fig|31899.10.peg.909|SAMN05216182_0746	0	-	1	31899.1	-	-	-	-	909_0746	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3852	fig|31899.10.peg.910	40	31899.1	1	fig|31899.10.peg.910	0	-	1	31899.1	-	-	-	-	910	-	-	-	-	-	-	-	Transposase, mutator type	1.0	Counter({'Transposase, mutator type': 1})
TAG3853	fig|31899.10.peg.911	190	31899.1	1	fig|31899.10.peg.911	0	-	1	31899.1	-	-	-	-	911	-	-	-	-	-	-	-	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
TAG3854	fig|31899.10.peg.912	150	31899.1	1	fig|31899.10.peg.912	0	-	1	31899.1	-	-	-	-	912	-	-	-	-	-	-	-	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
TAG3855	fig|31899.10.peg.913	50	31899.1	1	fig|31899.10.peg.913	0	-	1	31899.1	-	-	-	-	913	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3856	fig|31899.10.peg.915	72	31899.1	1	fig|31899.10.peg.915	0	-	1	31899.1	-	-	-	-	915	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3857	fig|31899.10.peg.916	138	31899.1	3	fig|1387557.3.peg.720,fig|31899.10.peg.916,fig|608506.3.peg.496	0	-	3	1387557.3;31899.10;608506.3	-	-	-	720	916	-	496	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 3})
TAG3858	fig|31899.10.peg.917	202	31899.1	1	fig|31899.10.peg.917	0	-	1	31899.1	-	-	-	-	917	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3859	fig|31899.10.peg.920	96	31899.1	2	fig|31899.10.peg.920,fig|608506.3.peg.503	0	-	2	31899.10;608506.3	-	-	-	-	920	-	503	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG3860	fig|31899.10.peg.921	86	31899.1	1	fig|31899.10.peg.921	0	-	1	31899.1	-	-	-	-	921	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3861	fig|31899.10.peg.922|SAMN05216182_0753	239	31899.1	1	fig|31899.10.peg.922|SAMN05216182_0753	0	-	1	31899.1	-	-	-	-	922_0753	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3862	fig|31899.10.peg.923|SAMN05216182_0754	328	31899.1	1	fig|31899.10.peg.923|SAMN05216182_0754	0	-	1	31899.1	-	-	-	-	923_0754	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3863	fig|31899.10.peg.924|SAMN05216182_0755	99	31899.1	2	fig|31899.10.peg.924|SAMN05216182_0755,fig|632348.3.peg.2268	0	-	2	31899.10;632348.3	-	-	-	-	924_0755	-	-	-	-	2268	-	-	amidohydrolase 2	1.0	Counter({'amidohydrolase 2': 2})
TAG3864	fig|31899.10.peg.925	192	31899.1	3	fig|1214564.3.peg.1857,fig|31899.10.peg.925,fig|632348.3.peg.2267	0	-	3	1214564.3;31899.10;632348.3	-	1857	-	-	925	-	-	-	-	2267	-	-	Re face-specific citrate synthase (EC 2.3.3.3)	1.0	Counter({'Re face-specific citrate synthase (EC 2.3.3.3)': 3})
TAG3865	fig|31899.10.peg.929	40	31899.1	1	fig|31899.10.peg.929	0	-	1	31899.1	-	-	-	-	929	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3866	fig|31899.10.peg.937|SAMN05216182_0768	54	31899.1	11	fig|1121259.3.peg.1602,fig|1214564.3.peg.1753,fig|1387555.3.peg.2467,fig|1387557.3.peg.731,fig|31899.10.peg.937|SAMN05216182_0768,fig|351627.8.peg.1284,fig|608506.3.peg.514|COB47_0456,fig|632292.3.peg.2268|Calhy_2164,fig|632335.8.peg.1961,fig|632348.3.peg.2256|Calkro_2141,fig|632518.3.peg.402|Calow_0360	0	-	11	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632518.3	1602	1753	2467	731	937_0768	1284	514_0456	2268_2164	1961	2256_2141	-	402_0360	hypothetical protein	1.0	Counter({'hypothetical protein': 11})
TAG3867	fig|31899.10.peg.939|SAMN05216182_0770	203	31899.1	6	fig|1214564.3.peg.2293,fig|1387557.3.peg.736,fig|31899.10.peg.939|SAMN05216182_0770,fig|351627.8.peg.1289|Csac_1150,fig|632292.3.peg.2265|Calhy_2161,fig|632348.3.peg.2254|Calkro_2139	0	-	6	1214564.3;1387557.3;31899.10;351627.8;632292.3;632348.3	-	2293	-	736	939_0770	1289_1150	-	2265_2161	-	2254_2139	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 6})
TAG3868	fig|31899.10.peg.940|SAMN05216182_0771	57	31899.1	1	fig|31899.10.peg.940|SAMN05216182_0771	0	-	1	31899.1	-	-	-	-	940_0771	-	-	-	-	-	-	-	Ferredoxin	1.0	Counter({'Ferredoxin': 1})
TAG3869	fig|31899.10.peg.942|SAMN05216182_0773	661	31899.1	1	fig|31899.10.peg.942|SAMN05216182_0773	0	-	1	31899.1	-	-	-	-	942_0773	-	-	-	-	-	-	-	Arginine decarboxylase (EC 4.1.1.19); Lysine decarboxylase (EC 4.1.1.18)	1.0	Counter({'Arginine decarboxylase (EC 4.1.1.19); Lysine decarboxylase (EC 4.1.1.18)': 1})
TAG3870	fig|31899.10.peg.948	54	31899.1	5	fig|1121259.3.peg.1615,fig|1387557.3.peg.746,fig|31899.10.peg.948,fig|608506.3.peg.526,fig|632292.3.peg.2255	0	-	5	1121259.3;1387557.3;31899.10;608506.3;632292.3	1615	-	-	746	948	-	526	2255	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 5})
TAG3871	fig|31899.10.peg.953|SAMN05216182_0783	82	31899.1	2	fig|31899.10.peg.953|SAMN05216182_0783,fig|632348.3.peg.2225	0	-	2	31899.10;632348.3	-	-	-	-	953_0783	-	-	-	-	2225	-	-	protein of unknown function UPF0236	1.0	Counter({'protein of unknown function UPF0236': 2})
TAG3872	fig|31899.10.peg.964|SAMN05216182_0795	568	31899.1	12	fig|1121259.3.peg.1644,fig|1214564.3.peg.1591,fig|1387555.3.peg.2428,fig|1387557.3.peg.778,fig|31899.10.peg.964|SAMN05216182_0795,fig|351627.8.peg.867|Csac_0759,fig|608506.3.peg.537|COB47_0478,fig|632292.3.peg.2222|Calhy_2121,fig|632335.8.peg.600|Calkr_0539,fig|632348.3.peg.2214|Calkro_2100,fig|632516.3.peg.1080|CallaDRAFT_1022,fig|632518.3.peg.434|Calow_0388	0	-	12	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1644	1591	2428	778	964_0795	867_0759	537_0478	2222_2121	600_0539	2214_2100	1080_1022	434_0388	Pyridine nucleotide-disulfide oxidoreductase; NADH dehydrogenase (EC 1.6.99.3)	1.0	Counter({'Pyridine nucleotide-disulfide oxidoreductase; NADH dehydrogenase (EC 1.6.99.3)': 12})
TAG3873	fig|31899.10.peg.965|SAMN05216182_0796	203	31899.1	12	fig|1121259.3.peg.1645,fig|1214564.3.peg.1590,fig|1387555.3.peg.2427,fig|1387557.3.peg.779,fig|31899.10.peg.965|SAMN05216182_0796,fig|351627.8.peg.868|Csac_0760,fig|608506.3.peg.538|COB47_0479,fig|632292.3.peg.2221|Calhy_2120,fig|632335.8.peg.601|Calkr_0540,fig|632348.3.peg.2213|Calkro_2099,fig|632516.3.peg.1081|CallaDRAFT_1023,fig|632518.3.peg.435|Calow_0389	0	-	12	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1645	1590	2427	779	965_0796	868_0760	538_0479	2221_2120	601_0540	2213_2099	1081_1023	435_0389	uncharacterized membrane-associated protein	0.833333333333	Counter({'uncharacterized membrane-associated protein': 10, 'DedA family protein': 2})
TAG3874	fig|31899.10.peg.972|SAMN05216182_0804	337	31899.1	11	fig|1121259.3.peg.1652,fig|1214564.3.peg.1582,fig|1387557.3.peg.786,fig|31899.10.peg.972|SAMN05216182_0804,fig|351627.8.peg.875|Csac_0767,fig|608506.3.peg.545|COB47_0486,fig|632292.3.peg.2214|Calhy_2113,fig|632335.8.peg.609|Calkr_0548,fig|632348.3.peg.2206|Calkro_2092,fig|632516.3.peg.2351|CallaDRAFT_2260,fig|632518.3.peg.443|Calow_0396	0	-	11	1121259.3;1214564.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1652	1582	-	786	972_0804	875_0767	545_0486	2214_2113	609_0548	2206_2092	2351_2260	443_0396	Spore coat protein S	1.0	Counter({'Spore coat protein S': 11})
TAG3875	fig|31899.10.peg.983|SAMN05216182_0815	84	31899.1	9	fig|1214564.3.peg.1550,fig|1387557.3.peg.797,fig|1387557.3.peg.817,fig|31899.10.peg.983|SAMN05216182_0815,fig|351627.8.peg.905|Csac_0796,fig|608506.3.peg.556|COB47_0497,fig|632335.8.peg.2195|Calkr_2028,fig|632516.3.peg.2667|CallaDRAFT_2581,fig|632518.3.peg.453|Calow_0406	0	-	8	1214564.3;1387557.3;31899.10;351627.8;608506.3;632335.8;632516.3;632518.3	-	1550	-	797,817	983_0815	905_0796	556_0497	-	2195_2028	-	2667_2581	453_0406	Repetitive hypothetical protein in ESAT cluster, COG4495	0.666666666667	Counter({'Repetitive hypothetical protein in ESAT cluster, COG4495': 6, 'hypothetical protein': 3})
TAG3876	fig|31899.10.peg.989|SAMN05216182_0821	393	31899.1	12	fig|1121259.3.peg.1673,fig|1214564.3.peg.1565,fig|1387555.3.peg.2380,fig|1387557.3.peg.805,fig|31899.10.peg.989|SAMN05216182_0821,fig|351627.8.peg.891|Csac_0783,fig|608506.3.peg.562|COB47_0503,fig|632292.3.peg.2195|Calhy_2095,fig|632335.8.peg.2206|Calkr_2039,fig|632348.3.peg.2192|Calkro_2077,fig|632516.3.peg.2365|CallaDRAFT_2275,fig|632518.3.peg.459|Calow_0412	0	-	12	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1673	1565	2380	805	989_0821	891_0783	562_0503	2195_2095	2206_2039	2192_2077	2365_2275	459_0412	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27)	1.0	Counter({'Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27)': 12})
TAG3877	fig|31899.10.peg.997	80	31899.1	1	fig|31899.10.peg.997	0	-	1	31899.1	-	-	-	-	997	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3878	fig|31899.10.peg.998|SAMN05216182_0829	65	31899.1	1	fig|31899.10.peg.998|SAMN05216182_0829	0	-	1	31899.1	-	-	-	-	998_0829	-	-	-	-	-	-	-	Repetitive hypothetical protein in ESAT cluster, COG4495	1.0	Counter({'Repetitive hypothetical protein in ESAT cluster, COG4495': 1})
TAG3879	fig|351627.8.peg.1006|Csac_0887	420	351627.8	4	fig|1214564.3.peg.1068,fig|1387557.3.peg.985,fig|351627.8.peg.1006|Csac_0887,fig|632518.3.peg.645|Calow_0585	0	-	4	1214564.3;1387557.3;351627.8;632518.3	-	1068	-	985	-	1006_0887	-	-	-	-	-	645_0585	hypothetical protein	1.0	Counter({'hypothetical protein': 4})
TAG3880	fig|351627.8.peg.1008|Csac_0889	367	351627.8	2	fig|1214564.3.peg.1066,fig|351627.8.peg.1008|Csac_0889	0	-	2	1214564.3;351627.8	-	1066	-	-	-	1008_0889	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG3881	fig|351627.8.peg.1011	135	351627.8	1	fig|351627.8.peg.1011	0	-	1	351627.8	-	-	-	-	-	1011	-	-	-	-	-	-	GTP-binding protein TypA/BipA	1.0	Counter({'GTP-binding protein TypA/BipA': 1})
TAG3882	fig|351627.8.peg.1025	40	351627.8	1	fig|351627.8.peg.1025	0	-	1	351627.8	-	-	-	-	-	1025	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3883	fig|351627.8.peg.103	37	351627.8	1	fig|351627.8.peg.103	0	-	1	351627.8	-	-	-	-	-	103	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3884	fig|351627.8.peg.1036	58	351627.8	1	fig|351627.8.peg.1036	0	-	1	351627.8	-	-	-	-	-	1036	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3885	fig|351627.8.peg.1041|Csac_0920	488	351627.8	12	fig|1121259.3.peg.2353,fig|1214564.3.peg.1033,fig|1387555.3.peg.2277,fig|1387557.3.peg.1043,fig|31899.10.peg.1232|SAMN05216182_1044,fig|351627.8.peg.1041|Csac_0920,fig|608506.3.peg.774|COB47_0701,fig|632292.3.peg.2007|Calhy_1915,fig|632335.8.peg.2100|Calkr_1940,fig|632348.3.peg.1976|Calkro_1878,fig|632516.3.peg.574|CallaDRAFT_0550,fig|632518.3.peg.680|Calow_0618	0	-	12	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	2353	1033	2277	1043	1232_1044	1041_0920	774_0701	2007_1915	2100_1940	1976_1878	574_0550	680_0618	UDP-N-acetylmuramoyl-dipeptide--2,6-diaminopimelate ligase (EC 6.3.2.13)	1.0	Counter({'UDP-N-acetylmuramoyl-dipeptide--2,6-diaminopimelate ligase (EC 6.3.2.13)': 12})
TAG3886	fig|351627.8.peg.1042|Csac_0921	450	351627.8	12	fig|1121259.3.peg.2352,fig|1214564.3.peg.1032,fig|1387555.3.peg.2276,fig|1387557.3.peg.1044,fig|31899.10.peg.1233|SAMN05216182_1045,fig|351627.8.peg.1042|Csac_0921,fig|608506.3.peg.775|COB47_0702,fig|632292.3.peg.2006|Calhy_1914,fig|632335.8.peg.2099|Calkr_1939,fig|632348.3.peg.1975|Calkro_1877,fig|632516.3.peg.575|CallaDRAFT_0551,fig|632518.3.peg.681|Calow_0619	0	-	12	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	2352	1032	2276	1044	1233_1045	1042_0921	775_0702	2006_1914	2099_1939	1975_1877	575_0551	681_0619	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10)	1.0	Counter({'UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10)': 12})
TAG3887	fig|351627.8.peg.1046|Csac_0925	370	351627.8	12	fig|1121259.3.peg.2348,fig|1214564.3.peg.1028,fig|1387555.3.peg.2272,fig|1387557.3.peg.1048,fig|31899.10.peg.1237|SAMN05216182_1049,fig|351627.8.peg.1046|Csac_0925,fig|608506.3.peg.779|COB47_0706,fig|632292.3.peg.2002|Calhy_1910,fig|632335.8.peg.2095|Calkr_1935,fig|632348.3.peg.1971|Calkro_1873,fig|632516.3.peg.579|CallaDRAFT_0556,fig|632518.3.peg.685|Calow_0623	0	-	12	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	2348	1028	2272	1048	1237_1049	1046_0925	779_0706	2002_1910	2095_1935	1971_1873	579_0556	685_0623	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)	1.0	Counter({'UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)': 12})
TAG3888	fig|351627.8.peg.1049|Csac_0928	250	351627.8	12	fig|1121259.3.peg.2345,fig|1214564.3.peg.1024,fig|1387555.3.peg.2270,fig|1387557.3.peg.1051,fig|31899.10.peg.1240|SAMN05216182_1052,fig|351627.8.peg.1049|Csac_0928,fig|608506.3.peg.782|COB47_0709,fig|632292.3.peg.1999|Calhy_1907,fig|632335.8.peg.2092|Calkr_1932,fig|632348.3.peg.1968|Calkro_1870,fig|632516.3.peg.582|CallaDRAFT_0559,fig|632518.3.peg.688|Calow_0626	0	-	12	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	2345	1024	2270	1051	1240_1052	1049_0928	782_0709	1999_1907	2092_1932	1968_1870	582_0559	688_0626	Uncharacterized protein YlxW	0.916666666667	Counter({'Uncharacterized protein YlxW': 11, 'Division initiation protein': 1})
TAG3889	fig|351627.8.peg.105	61	351627.8	1	fig|351627.8.peg.105	0	-	1	351627.8	-	-	-	-	-	105	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
