#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NC_012034.1	1468721	1469119	+	31772730	-	ATHE_RS06905	WP_015907852.1	132	hypothetical protein
chr	NC_012034.1	1469227	1469931	-	31772731	-	ATHE_RS06910	WP_015907853.1	234	ABC transporter ATP-binding protein
chr	NC_012034.1	1469924	1470694	-	31772732	livG	ATHE_RS06915	WP_015907854.1	256	ABC transporter ATP-binding protein
chr	NC_012034.1	1470687	1471625	-	31772733	-	ATHE_RS06920	WP_015907855.1	312	branched-chain amino acid ABC transporter permease
chr	NC_012034.1	1471632	1472516	-	31772734	-	ATHE_RS06925	WP_015907856.1	294	branched-chain amino acid ABC transporter permease
chr	NC_012034.1	1472636	1473808	-	31772735	-	ATHE_RS06930	WP_015907857.1	390	ABC transporter substrate-binding protein
chr	NC_012034.1	1473992	1474537	+	31772736	-	ATHE_RS06935	WP_015907858.1	181	hypothetical protein
chr	NC_012034.1	1474668	1475654	+	31772737	-	ATHE_RS06940	WP_015907859.1	328	tyrosine recombinase XerC
chr	NC_012034.1	1475665	1475994	-	31772738	-	ATHE_RS06945	WP_015907860.1	109	LysM peptidoglycan-binding domain-containing protein
chr	NC_012034.1	1476395	1476616	-	31772739	-	ATHE_RS06950	WP_015907861.1	73	hypothetical protein
chr	NC_012034.1	1477296	1477691	-	31772740	-	ATHE_RS06955	WP_015907862.1	131	hypothetical protein
chr	NC_012034.1	1477799	1478230	-	31772741	-	ATHE_RS06960	WP_015907863.1	143	hypothetical protein
chr	NC_012034.1	1478291	1478491	-	31772742	-	ATHE_RS06965	WP_015907864.1	66	hypothetical protein
chr	NC_012034.1	1478481	1478816	-	31772743	-	ATHE_RS06970	WP_015907865.1	111	hypothetical protein
chr	NC_012034.1	1480215	1481780	-	31772745	-	ATHE_RS06980	WP_015907866.1	521	peptidase domain-containing ABC transporter
chr	NC_012034.1	1482212	1482649	-	31772746	-	ATHE_RS06985	WP_015907867.1	145	PIN domain-containing protein
chr	NC_012034.1	1482636	1482884	-	31772747	-	ATHE_RS06990	WP_013290458.1	82	MULTISPECIES: CopG family transcriptional regulator
chr	NC_012034.1	1483044	1484438	-	31772748	-	ATHE_RS06995	WP_015907868.1	464	glucuronate isomerase
chr	NC_012034.1	1484612	1485916	-	31772749	eno	ATHE_RS07000	WP_015907869.1	434	phosphopyruvate hydratase
chr	NC_012034.1	1485980	1487518	-	31772750	-	ATHE_RS07005	WP_015907870.1	512	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
chr	NC_012034.1	1487543	1489495	-	31772751	-	ATHE_RS07010	WP_015907871.1	650	triose-phosphate isomerase
chr	NC_012034.1	1489606	1490619	-	31772752	gap	ATHE_RS07015	WP_015907872.1	337	type I glyceraldehyde-3-phosphate dehydrogenase
chr	NC_012034.1	1490703	1491725	-	31772753	-	ATHE_RS07020	WP_015907873.1	340	DeoR family transcriptional regulator
chr	NC_012034.1	1491882	1494533	-	31772754	-	ATHE_RS07025	WP_015907875.1	883	pyruvate, phosphate dikinase
chr	NC_012034.1	1494646	1495950	-	31772755	-	ATHE_RS07030	WP_015907876.1	434	glycine--tRNA ligase
chr	NC_012034.1	1496003	1496737	-	31772756	recO	ATHE_RS07035	WP_015907877.1	244	DNA repair protein RecO
chr	NC_012034.1	1496745	1497647	-	31772757	-	ATHE_RS07040	WP_013430270.1	300	MULTISPECIES: GTPase Era
chr	NC_012034.1	1497769	1498650	+	31772758	-	ATHE_RS07045	WP_015907878.1	293	RluA family pseudouridine synthase
chr	NC_012034.1	1498592	1499815	-	31772759	-	ATHE_RS07050	WP_015907879.1	407	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
chr	NC_012034.1	1499812	1500300	-	31772760	-	ATHE_RS07055	WP_013290438.1	162	MULTISPECIES: Lrp/AsnC family transcriptional regulator
chr	NC_012034.1	1500297	1500884	-	31772761	-	ATHE_RS07060	WP_015907880.1	195	hypothetical protein
chr	NC_012034.1	1500881	1501117	-	31772762	-	ATHE_RS07065	WP_013430265.1	78	MULTISPECIES: PRC-barrel domain containing protein
chr	NC_012034.1	1501139	1501582	-	31772763	-	ATHE_RS07070	WP_015907881.1	147	dUTP diphosphatase
chr	NC_012034.1	1501599	1502873	-	31772764	-	ATHE_RS07075	WP_015907882.1	424	insulinase family protein
chr	NC_012034.1	1502889	1503464	-	31772765	-	ATHE_RS07080	WP_015907883.1	191	DnaJ and PRK10153 domain-containing protein
chr	NC_012034.1	1503464	1504315	-	31772766	-	ATHE_RS07085	WP_015907884.1	283	hypothetical protein
chr	NC_012034.1	1504465	1504998	+	31772767	-	ATHE_RS07090	WP_015907885.1	177	hypothetical protein
chr	NC_012034.1	1505033	1505446	-	31772768	atpC	ATHE_RS07095	WP_015907886.1	137	ATP synthase F1 subunit epsilon
chr	NC_012034.1	1505467	1506870	-	31772769	atpD	ATHE_RS07100	WP_015907887.1	467	ATP synthase subunit beta
chr	NC_012034.1	1506916	1507794	-	31772770	atpG	ATHE_RS07105	WP_015907888.1	292	ATP synthase subunit gamma
chr	NC_012034.1	1507808	1509331	-	31772771	-	ATHE_RS07110	WP_015907889.1	507	F0F1 ATP synthase subunit alpha
chr	NC_012034.1	1509346	1509888	-	31772772	atpH	ATHE_RS07115	WP_015907890.1	180	ATP synthase F1 subunit delta
chr	NC_012034.1	1509891	1510382	-	31772773	atpF	ATHE_RS07120	WP_015907891.1	163	ATP synthase F0 subunit B
chr	NC_012034.1	1510492	1510704	-	31772774	atpE	ATHE_RS07125	WP_013290424.1	70	MULTISPECIES: ATP synthase F0 subunit C
chr	NC_012034.1	1510731	1511411	-	31772775	-	ATHE_RS07130	WP_015907892.1	226	F0F1 ATP synthase subunit A
chr	NC_012034.1	1511420	1511782	-	31772776	-	ATHE_RS07135	WP_015907893.1	120	hypothetical protein
chr	NC_012034.1	1511882	1513417	-	31772777	-	ATHE_RS07140	WP_015907894.1	511	glutamine-hydrolyzing GMP synthase
chr	NC_012034.1	1513446	1514408	-	31772778	-	ATHE_RS07145	WP_015907895.1	320	AEC family transporter
chr	NC_012034.1	1514496	1515113	-	31772779	-	ATHE_RS07150	WP_015907896.1	205	hypothetical protein
chr	NC_012034.1	1515263	1516465	+	31772780	-	ATHE_RS07155	WP_015907897.1	400	FprA family A-type flavoprotein
chr	NC_012034.1	1516484	1517665	+	31772781	-	ATHE_RS07160	WP_015907898.1	393	NAD(P)/FAD-dependent oxidoreductase
chr	NC_012034.1	1517692	1520520	-	31772782	-	ATHE_RS07165	WP_015907899.1	942	excinuclease ABC subunit UvrA
chr	NC_012034.1	1520551	1522536	-	31772783	-	ATHE_RS07170	WP_013430244.1	661	MULTISPECIES: excinuclease ABC subunit UvrB
chr	NC_012034.1	1522617	1523180	-	31772784	-	ATHE_RS07175	WP_015907900.1	187	lytic transglycosylase domain-containing protein
chr	NC_012034.1	1523177	1523776	-	31772785	-	ATHE_RS07180	WP_015907901.1	199	dephospho-CoA kinase
chr	NC_012034.1	1523763	1526315	-	31772786	polA	ATHE_RS07185	WP_015907902.1	850	DNA polymerase I
chr	NC_012034.1	1526312	1527604	-	31772787	-	ATHE_RS07190	WP_015907903.1	430	hypothetical protein
chr	NC_012034.1	1527722	1527880	-	31772788	-	ATHE_RS07195	WP_013430239.1	52	MULTISPECIES: rubredoxin
chr	NC_012034.1	1527961	1529223	-	31772789	-	ATHE_RS07200	WP_015907904.1	420	phosphoribosylamine--glycine ligase
chr	NC_012034.1	1529244	1530785	-	31772790	purH	ATHE_RS07205	WP_015907905.1	513	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/inosine monophosphate cyclohydrolase
chr	NC_012034.1	1530782	1531438	-	31772791	-	ATHE_RS07210	WP_015907906.1	218	phosphoribosylglycinamide formyltransferase
chr	NC_012034.1	1531435	1532460	-	31772792	-	ATHE_RS07215	WP_015907907.1	341	phosphoribosylformylglycinamidine cyclo-ligase
chr	NC_012034.1	1532464	1533888	-	31772793	-	ATHE_RS07220	WP_015907908.1	474	amidophosphoribosyltransferase
chr	NC_012034.1	1533870	1536062	-	31772794	-	ATHE_RS07225	WP_015907909.1	730	phosphoribosylformylglycinamidine synthase subunit PurL
chr	NC_012034.1	1536069	1536767	-	31772795	-	ATHE_RS07230	WP_015907910.1	232	phosphoribosylformylglycinamidine synthase subunit PurQ
chr	NC_012034.1	1536771	1537019	-	31772796	-	ATHE_RS07235	WP_013430231.1	82	MULTISPECIES: phosphoribosylformylglycinamidine synthase, purS protein
chr	NC_012034.1	1537057	1537776	-	31772797	-	ATHE_RS07240	WP_015907911.1	239	phosphoribosylaminoimidazolesuccinocarboxamide synthase
chr	NC_012034.1	1537900	1539288	-	31772798	-	ATHE_RS07245	WP_015907912.1	462	NCS2 family permease
chr	NC_012034.1	1539507	1540736	-	31772799	-	ATHE_RS07250	WP_015907913.1	409	PDZ domain-containing protein
chr	NC_012034.1	1540828	1542231	-	31772800	-	ATHE_RS07255	WP_015907914.1	467	sensor histidine kinase
chr	NC_012034.1	1542256	1542927	-	31772801	-	ATHE_RS07260	WP_015907915.1	223	DNA-binding response regulator
chr	NC_012034.1	1542946	1543923	-	31772802	-	ATHE_RS07265	WP_015907916.1	325	AIR synthase
chr	NC_012034.1	1543951	1544310	-	31772803	-	ATHE_RS07270	WP_015907917.1	119	hypothetical protein
chr	NC_012034.1	1544356	1544895	-	31772804	pgsA	ATHE_RS07275	WP_049760253.1	179	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
chr	NC_012034.1	1544968	1545612	-	31772805	-	ATHE_RS07280	WP_015907919.1	214	single-stranded DNA-binding protein
chr	NC_012034.1	1545676	1546269	-	31772806	-	ATHE_RS07285	WP_015907920.1	197	hypothetical protein
chr	NC_012034.1	1546337	1547104	-	31772807	pdaB	ATHE_RS07290	WP_015907921.1	255	polysaccharide deacetylase family sporulation protein PdaB
chr	NC_012034.1	1547184	1547639	-	31772808	-	ATHE_RS07295	WP_015907922.1	151	hypothetical protein
chr	NC_012034.1	1547712	1548440	-	31772809	-	ATHE_RS07300	WP_015907923.1	242	tRNA threonylcarbamoyladenosine dehydratase
chr	NC_012034.1	1548770	1549762	-	31772810	-	ATHE_RS07305	WP_015907924.1	330	2-hydroxyglutaryl-CoA dehydratase
chr	NC_012034.1	1549734	1550828	-	31772811	-	ATHE_RS07310	WP_015907925.1	364	hypothetical protein
chr	NC_012034.1	1550797	1551675	-	31772812	-	ATHE_RS07315	WP_015907926.1	292	hypothetical protein
chr	NC_012034.1	1551770	1552405	-	31772813	nth	ATHE_RS07320	WP_041727147.1	211	endonuclease III
chr	NC_012034.1	1552455	1552940	+	31772814	-	ATHE_RS07325	WP_015907928.1	161	N-acetyltransferase
chr	NC_012034.1	1552918	1554489	-	31772815	mviN	ATHE_RS07330	WP_015907929.1	523	murein biosynthesis integral membrane protein MurJ
chr	NC_012034.1	1554536	1555615	-	31772816	-	ATHE_RS07335	WP_015907930.1	359	mannose-1-phosphate guanylyltransferase
chr	NC_012034.1	1555714	1556331	-	31772817	-	ATHE_RS07340	WP_015907931.1	205	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE
chr	NC_012034.1	1556333	1557085	-	31772818	-	ATHE_RS07345	WP_015907932.1	250	imidazole glycerol phosphate synthase subunit HisF
chr	NC_012034.1	1557112	1557825	-	31772819	hisA	ATHE_RS07350	WP_015907933.1	237	1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase
chr	NC_012034.1	1557822	1558427	-	31772820	hisH	ATHE_RS07355	WP_015907934.1	201	imidazole glycerol phosphate synthase subunit HisH
chr	NC_012034.1	1558431	1559015	-	31772821	-	ATHE_RS07360	WP_015907935.1	194	imidazoleglycerol-phosphate dehydratase
chr	NC_012034.1	1558996	1560069	-	31772822	hisC	ATHE_RS07365	WP_015907936.1	357	histidinol-phosphate transaminase
chr	NC_012034.1	1560062	1561357	-	31772823	hisD	ATHE_RS07370	WP_015907937.1	431	histidinol dehydrogenase
chr	NC_012034.1	1561354	1561983	-	31772824	-	ATHE_RS07375	WP_013430203.1	209	MULTISPECIES: ATP phosphoribosyltransferase
chr	NC_012034.1	1561980	1563161	-	31772825	-	ATHE_RS07380	WP_015907938.1	393	histidine--tRNA ligase
chr	NC_012034.1	1563300	1563839	-	31772826	-	ATHE_RS07385	WP_015907939.1	179	QueT transporter family protein
chr	NC_012034.1	1563836	1564513	-	31772827	phoU	ATHE_RS07390	WP_015907940.1	225	phosphate transport system regulatory protein PhoU
chr	NC_012034.1	1564544	1565293	-	31772828	-	ATHE_RS07395	WP_013430199.1	249	MULTISPECIES: phosphate ABC transporter ATP-binding protein
chr	NC_012034.1	1565517	1566143	+	31772829	-	ATHE_RS07400	WP_015907941.1	208	DUF47 domain-containing protein
chr	NC_012034.1	1566136	1567134	+	31772830	-	ATHE_RS07405	WP_015907942.1	332	inorganic phosphate transporter
chr	NC_012034.1	1567152	1568879	-	31772831	-	ATHE_RS07410	WP_015907943.1	575	GHKL domain-containing protein
chr	NC_012034.1	1568883	1569581	-	31772832	-	ATHE_RS07415	WP_015907944.1	232	DNA-binding response regulator
chr	NC_012034.1	1569582	1570376	-	31772833	-	ATHE_RS07420	WP_015907945.1	264	peptidoglycan editing factor PgeF
chr	NC_012034.1	1570433	1571086	-	31772834	fsa	ATHE_RS07425	WP_013430193.1	217	MULTISPECIES: transaldolase
chr	NC_012034.1	1571151	1572464	-	31772835	-	ATHE_RS07430	WP_049760254.1	437	bifunctional folylpolyglutamate synthase/dihydrofolate synthase
chr	NC_012034.1	1572464	1575088	-	31772836	-	ATHE_RS07435	WP_015907947.1	874	valine--tRNA ligase
chr	NC_012034.1	1575240	1575617	+	31772837	-	ATHE_RS07440	WP_013430190.1	125	MULTISPECIES: desulfoferrodoxin
chr	NC_012034.1	1575694	1576893	-	31772838	-	ATHE_RS07445	WP_013430189.1	399	MULTISPECIES: acetate kinase
chr	NC_012034.1	1576920	1577918	-	31772839	-	ATHE_RS07450	WP_015907948.1	332	phosphate acetyltransferase
chr	NC_012034.1	1578119	1578727	+	31772840	-	ATHE_RS07455	WP_013430187.1	202	MULTISPECIES: transcriptional repressor LexA
chr	NC_012034.1	1578731	1580011	-	31772841	-	ATHE_RS07460	WP_015907950.1	426	hypothetical protein
chr	NC_012034.1	1580113	1580391	-	31772842	-	ATHE_RS07465	WP_015907951.1	92	RNA chaperone Hfq
chr	NC_012034.1	1580456	1581394	-	31772843	-	ATHE_RS07470	WP_015907952.1	312	tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA
chr	NC_012034.1	1581418	1583187	-	31772844	-	ATHE_RS07475	WP_015907953.1	589	DNA mismatch repair endonuclease MutL
chr	NC_012034.1	1583184	1585775	-	31772845	-	ATHE_RS07480	WP_015907954.1	863	DNA mismatch repair protein MutS
chr	NC_012034.1	1585779	1587194	-	31772846	miaB	ATHE_RS07485	WP_015907955.1	471	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB
chr	NC_012034.1	1587373	1587570	+	31772847	-	ATHE_RS07490	WP_013403131.1	65	MULTISPECIES: small acid-soluble spore protein
chr	NC_012034.1	1587632	1588063	-	31772848	-	ATHE_RS07495	WP_015907956.1	143	ACT domain-containing protein
chr	NC_012034.1	1588129	1589430	-	31772849	-	ATHE_RS07500	WP_015907957.1	433	phenylacetate--CoA ligase family protein
chr	NC_012034.1	1589433	1590026	-	31772850	-	ATHE_RS07505	WP_015907958.1	197	indolepyruvate oxidoreductase subunit beta
chr	NC_012034.1	1590031	1591767	-	31772851	iorA	ATHE_RS07510	WP_015907959.1	578	indolepyruvate ferredoxin oxidoreductase subunit alpha
chr	NC_012034.1	1591790	1593091	-	31772852	-	ATHE_RS07515	WP_015907960.1	433	phenylacetate--CoA ligase family protein
chr	NC_012034.1	1593243	1595837	-	31772853	clpB	ATHE_RS07520	WP_015907961.1	864	ATP-dependent chaperone ClpB
chr	NC_012034.1	1595922	1596368	-	31772854	-	ATHE_RS07525	WP_015907962.1	148	Hsp20/alpha crystallin family protein
chr	NC_012034.1	1596554	1597015	-	31772855	-	ATHE_RS07530	WP_013430173.1	153	MULTISPECIES: transcriptional regulator NrdR
chr	NC_012034.1	1597012	1598685	-	31772856	-	ATHE_RS07535	WP_015907963.1	557	GGDEF domain-containing protein
chr	NC_012034.1	1599531	1600640	-	31772858	-	ATHE_RS07545	WP_015907964.1	369	ABC transporter permease
chr	NC_012034.1	1601437	1602534	-	31772860	-	ATHE_RS07555	WP_015907967.1	365	secretion protein HlyD
chr	NC_012034.1	1602538	1603149	-	31772861	-	ATHE_RS07560	WP_015907968.1	203	TetR/AcrR family transcriptional regulator
chr	NC_012034.1	1603969	1604361	-	31772867	-	ATHE_RS07590	WP_013430170.1	130	MULTISPECIES: YjbQ family protein
chr	NC_012034.1	1604382	1604894	-	31772868	-	ATHE_RS07595	WP_015907969.1	170	nitroreductase family protein
chr	NC_012034.1	1604915	1607278	-	31772869	-	ATHE_RS07600	WP_015907970.1	787	ATP-binding protein
chr	NC_012034.1	1607466	1608224	+	31772870	-	ATHE_RS07605	WP_015907971.1	252	hypothetical protein
chr	NC_012034.1	1608232	1609035	-	31772871	-	ATHE_RS07610	WP_013430166.1	267	MULTISPECIES: Asp23/Gls24 family envelope stress response protein
chr	NC_012034.1	1609092	1609766	-	31772872	ispD	ATHE_RS07615	WP_015907972.1	224	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
chr	NC_012034.1	1609781	1611433	-	31772873	-	ATHE_RS07620	WP_015907973.1	550	pyridine nucleotide-disulfide oxidoreductase
chr	NC_012034.1	1611521	1614070	-	31772874	-	ATHE_RS07625	WP_015907974.1	849	calcium-translocating P-type ATPase, PMCA-type
chr	NC_012034.1	1614267	1616012	+	31772875	-	ATHE_RS07630	WP_015907975.1	581	ABC transporter ATP-binding protein
chr	NC_012034.1	1616009	1617802	+	31772876	-	ATHE_RS07635	WP_015907976.1	597	ABC transporter ATP-binding protein
chr	NC_012034.1	1617854	1618225	-	31772877	-	ATHE_RS07640	WP_015907977.1	123	hypothetical protein
chr	NC_012034.1	1618359	1618748	-	31772878	-	ATHE_RS07645	WP_015907978.1	129	50S ribosomal protein L7/L12
chr	NC_012034.1	1618787	1619338	-	31772879	-	ATHE_RS07650	WP_015907979.1	183	50S ribosomal protein L10
chr	NC_012034.1	1619555	1620247	-	31772880	-	ATHE_RS07655	WP_015907980.1	230	50S ribosomal protein L1
chr	NC_012034.1	1620324	1620749	-	31772881	rplK	ATHE_RS07660	WP_013430156.1	141	MULTISPECIES: 50S ribosomal protein L11
chr	NC_012034.1	1620791	1621315	-	31772882	-	ATHE_RS07665	WP_013430155.1	174	MULTISPECIES: transcription termination/antitermination protein NusG
chr	NC_012034.1	1621363	1621632	-	31772883	secE	ATHE_RS07670	WP_013430154.1	89	MULTISPECIES: preprotein translocase subunit SecE
chr	NC_012034.1	1621656	1621820	-	31772884	rpmG	ATHE_RS07675	WP_013290321.1	54	MULTISPECIES: 50S ribosomal protein L33
chr	NC_012034.1	1622239	1622457	-	31772887	-	ATHE_RS07690	WP_013290320.1	72	MULTISPECIES: DUF1858 domain-containing protein
chr	NC_012034.1	1622526	1623278	-	31772888	-	ATHE_RS07695	WP_015907981.1	250	hypothetical protein
chr	NC_012034.1	1623295	1623975	-	31772889	-	ATHE_RS07700	WP_015907982.1	226	GntR family transcriptional regulator
chr	NC_012034.1	1624007	1624867	-	31772890	-	ATHE_RS07705	WP_015907983.1	286	4-(cytidine 5\'-diphospho)-2-C-methyl-D-erythritol kinase
chr	NC_012034.1	1625379	1627214	+	31772892	asnB	ATHE_RS07715	WP_015907984.1	611	asparagine synthase (glutamine-hydrolyzing)
chr	NC_012034.1	1627341	1628411	+	31772893	-	ATHE_RS07720	WP_015907985.1	356	carbamoyl-phosphate synthase small subunit
chr	NC_012034.1	1628418	1631651	+	31772894	-	ATHE_RS07725	WP_015907986.1	1077	carbamoyl-phosphate synthase (glutamine-hydrolyzing) large subunit
chr	NC_012034.1	1631626	1632552	+	31772895	argF	ATHE_RS07730	WP_015907987.1	308	ornithine carbamoyltransferase
chr	NC_012034.1	1632641	1632928	-	31772896	-	ATHE_RS07735	WP_015907988.1	95	hypothetical protein
chr	NC_012034.1	1633016	1634131	-	31772897	-	ATHE_RS07740	WP_015907989.1	371	aminopeptidase
chr	NC_012034.1	1634162	1634884	-	31772898	-	ATHE_RS07745	WP_079504017.1	240	rRNA pseudouridine synthase
chr	NC_012034.1	1634877	1636055	-	31772899	-	ATHE_RS07750	WP_015907991.1	392	tRNA 4-thiouridine(8) synthase ThiI
chr	NC_012034.1	1636071	1637219	-	31772900	-	ATHE_RS07755	WP_015907992.1	382	cysteine desulfurase
chr	NC_012034.1	1637236	1637967	-	31772901	-	ATHE_RS07760	WP_015907993.1	243	16S rRNA (uracil(1498)-N(3))-methyltransferase
chr	NC_012034.1	1637979	1638893	-	31772902	-	ATHE_RS07765	WP_015907994.1	304	50S ribosomal protein L11 methyltransferase
chr	NC_012034.1	1638932	1640098	-	31772903	dnaJ	ATHE_RS07770	WP_015907995.1	388	molecular chaperone DnaJ
chr	NC_012034.1	1640235	1642058	-	31772904	-	ATHE_RS07775	WP_015907996.1	607	molecular chaperone DnaK
chr	NC_012034.1	1642110	1642787	-	31772905	grpE	ATHE_RS07780	WP_015907997.1	225	nucleotide exchange factor GrpE
chr	NC_012034.1	1642810	1643841	-	31772906	-	ATHE_RS07785	WP_013430136.1	343	MULTISPECIES: heat-inducible transcription repressor HrcA
chr	NC_012034.1	1643952	1645082	-	31772907	-	ATHE_RS07790	WP_015907998.1	376	radical SAM family heme chaperone HemW
chr	NC_012034.1	1645122	1646930	-	31772908	-	ATHE_RS07795	WP_015907999.1	602	elongation factor 4
chr	NC_012034.1	1646966	1648213	-	31772909	-	ATHE_RS07800	WP_015908000.1	415	CapA family protein
chr	NC_012034.1	1648210	1649145	-	31772910	-	ATHE_RS07805	WP_015908001.1	311	RluA family pseudouridine synthase
chr	NC_012034.1	1649224	1650348	+	31772911	-	ATHE_RS07810	WP_015908002.1	374	glycosyltransferase family 1 protein
chr	NC_012034.1	1650484	1651644	-	31772913	-	ATHE_RS07820	WP_015908003.1	386	D-alanyl-D-alanine carboxypeptidase
chr	NC_012034.1	1651801	1652478	+	31772914	sleB	ATHE_RS07825	WP_015908004.1	225	spore cortex-lytic enzyme
chr	NC_012034.1	1652501	1652806	+	31772915	-	ATHE_RS07830	WP_015908005.1	101	hypothetical protein
chr	NC_012034.1	1652821	1653264	-	31772916	-	ATHE_RS07835	WP_013430127.1	147	MULTISPECIES: transcriptional repressor
chr	NC_012034.1	1653530	1655353	-	31772917	feoB	ATHE_RS07840	WP_015908006.1	607	ferrous iron transport protein B
chr	NC_012034.1	1655371	1655592	-	31772918	-	ATHE_RS07845	WP_013403073.1	73	MULTISPECIES: ferrous iron transport protein A
chr	NC_012034.1	1655951	1656463	+	31772919	-	ATHE_RS07850	WP_015908007.1	170	flavin reductase
chr	NC_012034.1	1656467	1656967	+	31772920	-	ATHE_RS07855	WP_015908008.1	166	(2Fe-2S)-binding protein
chr	NC_012034.1	1657909	1658484	+	31772922	-	ATHE_RS07865	WP_015908010.1	191	nitroreductase
chr	NC_012034.1	1658677	1660008	+	31772923	-	ATHE_RS07870	WP_015908011.1	443	glycoside hydrolase
chr	NC_012034.1	1663095	1666262	-	31772926	-	ATHE_RS07890	WP_015908013.1	1055	hypothetical protein
chr	NC_012034.1	1666303	1666980	-	31772927	-	ATHE_RS07895	WP_015908014.1	225	ABC transporter ATP-binding protein
chr	NC_012034.1	1667009	1668217	-	31772928	-	ATHE_RS07900	WP_015908015.1	402	hypothetical protein
chr	NC_012034.1	1668237	1669853	-	31772929	-	ATHE_RS07905	WP_015908016.1	538	HlyD family efflux transporter periplasmic adaptor subunit
chr	NC_012034.1	1669888	1670349	-	31772930	-	ATHE_RS07910	WP_015908017.1	153	hypothetical protein
chr	NC_012034.1	1670390	1672075	-	31772931	-	ATHE_RS07915	WP_015908018.1	561	ABC transporter ATP-binding protein
chr	NC_012034.1	1672123	1672833	-	31772932	-	ATHE_RS07920	WP_015908019.1	236	CPBP family intramembrane metalloprotease
chr	NC_012034.1	1672834	1674120	-	31772933	-	ATHE_RS07925	WP_041727386.1	428	radical SAM protein
chr	NC_012034.1	1675099	1677330	-	31772934	-	ATHE_RS07930	WP_015908022.1	743	ABC transporter permease
chr	NC_012034.1	1677330	1678028	-	31772935	-	ATHE_RS07935	WP_015908023.1	232	ABC transporter ATP-binding protein
chr	NC_012034.1	1678111	1678746	-	31772936	-	ATHE_RS07940	WP_015908024.1	211	TetR/AcrR family transcriptional regulator
chr	NC_012034.1	1678932	1679297	-	31772937	-	ATHE_RS07945	WP_015908025.1	121	hypothetical protein
chr	NC_012034.1	1679744	1681066	+	31772938	-	ATHE_RS07950	WP_015908026.1	440	ATP-binding protein
chr	NC_012034.1	1681562	1682398	-	31772940	-	ATHE_RS07960	WP_015908028.1	278	DNA adenine methylase
chr	NC_012034.1	1682574	1682765	-	31772941	-	ATHE_RS07965	WP_041727154.1	63	hypothetical protein
chr	NC_012034.1	1683008	1683892	-	31772942	-	ATHE_RS07970	WP_015908029.1	294	tetratricopeptide repeat protein
chr	NC_012034.1	1683896	1684444	-	31772943	-	ATHE_RS07975	WP_015908030.1	182	hypothetical protein
chr	NC_012034.1	1684464	1685843	-	31772944	-	ATHE_RS07980	WP_015908031.1	459	ATP-binding protein
chr	NC_012034.1	1687693	1688004	-	31772947	-	ATHE_RS07995	WP_015908033.1	103	hypothetical protein
chr	NC_012034.1	1688349	1690307	-	31772948	-	ATHE_RS08000	WP_015908034.1	652	DUF2813 domain-containing protein
chr	NC_012034.1	1690566	1692314	-	31772949	-	ATHE_RS08005	WP_015908036.1	582	DUF262 domain-containing protein
chr	NC_012034.1	1692314	1694983	-	31772950	-	ATHE_RS08010	WP_015908037.1	889	helicase SNF2
chr	NC_012034.1	1695063	1697957	-	31772951	-	ATHE_RS08015	WP_015908038.1	964	DUF1156 domain-containing protein
chr	NC_012034.1	1697998	1698600	-	31772952	-	ATHE_RS08020	WP_015908039.1	200	DUF3780 domain-containing protein
chr	NC_012034.1	1698593	1701835	-	31772953	-	ATHE_RS08025	WP_015908040.1	1080	ATP-binding protein
chr	NC_012034.1	1702074	1703999	-	31772954	-	ATHE_RS08030	WP_013403048.1	641	MULTISPECIES: ATP-dependent helicase
chr	NC_012034.1	1703965	1706022	-	31772955	-	ATHE_RS08035	WP_013403047.1	685	MULTISPECIES: ATP-dependent endonuclease
chr	NC_012034.1	1706059	1709256	-	31772956	-	ATHE_RS08040	WP_015908041.1	1065	hypothetical protein
chr	NC_012034.1	1709498	1710253	-	31772957	-	ATHE_RS08045	WP_013403045.1	251	MULTISPECIES: hypothetical protein
chr	NC_012034.1	1710315	1710950	-	31772958	-	ATHE_RS08050	WP_013403044.1	211	MULTISPECIES: NERD domain-containing protein
chr	NC_012034.1	1711284	1712222	-	31772959	-	ATHE_RS08055	WP_015908042.1	312	hypothetical protein
chr	NC_012034.1	1712237	1712440	-	31772960	-	ATHE_RS08060	WP_015908043.1	67	hypothetical protein
chr	NC_012034.1	1712524	1713018	-	31772961	-	ATHE_RS08065	WP_015908044.1	164	DUF3368 domain-containing protein
chr	NC_012034.1	1713002	1713298	-	31772962	-	ATHE_RS08070	WP_015908045.1	98	UPF0175 family protein
chr	NC_012034.1	1713529	1713732	-	31772963	-	ATHE_RS08075	WP_015908046.1	67	hypothetical protein
chr	NC_012034.1	1714032	1714970	+	31772964	-	ATHE_RS08080	WP_015908047.1	312	KaiC domain-containing protein
