Tag	Gene_cnt_chromosome	Gene_list_chromosome	Genome_cnt	1121259.3	31899.1	1387557.3	632292.3	632335.8	632348.3	632516.3	1387555.3	608506.3	632518.3	351627.8	1214564.3	Classification	Pathway	Name	Type	Functional_role
TAG2291	12	"fig|1121259.3.peg.2393,fig|1214564.3.peg.2095,fig|1387555.3.peg.973,fig|1387557.3.peg.2248,fig|31899.10.peg.2478|SAMN05216182_2261,fig|351627.8.peg.1122|Csac_0993,fig|608506.3.peg.1891|COB47_1769,fig|632292.3.peg.878|Calhy_0816,fig|632335.8.peg.846|Calkr_0744,fig|632348.3.peg.778|Calkro_0733,fig|632516.3.peg.650|CallaDRAFT_0628,fig|632518.3.peg.1782|Calow_1683"	12	2393	2478	2248	878	846	778	650	973	1891	1782	1122	2095	Amino acids	Methionine biosynthesis	Hom	enzyme	Homoserine dehydrogenase (EC 1.1.1.3)
TAG3074	8	"fig|1121259.3.peg.22,fig|1214564.3.peg.28,fig|1387557.3.peg.1425,fig|31899.10.peg.1675|SAMN05216182_1468,fig|351627.8.peg.1806|Csac_1639,fig|632292.3.peg.1633|Calhy_1543,fig|632335.8.peg.1294|Calkr_1173,fig|632348.3.peg.1592|Calkro_1508"	8	22	1675	1425	1633	1294	1592	-	-	-	-	1806	28	Amino acids	Methionine biosynthesis	MetY	enzyme	O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) @ O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)
TAG3979	12	"fig|1121259.3.peg.389,fig|1214564.3.peg.2274,fig|1387555.3.peg.763,fig|1387557.3.peg.565,fig|31899.10.peg.735|SAMN05216182_0578,fig|351627.8.peg.1307|Csac_1164,fig|608506.3.peg.315|COB47_0289,fig|632292.3.peg.2407|Calhy_2298,fig|632335.8.peg.331|Calkr_0284,fig|632348.3.peg.2417|Calkro_2296,fig|632516.3.peg.1768|CallaDRAFT_1702,fig|632518.3.peg.237|Calow_0216"	12	389	735	565	2407	331	2417	1768	763	315	237	1307	2274	Amino acids	Methionine biosynthesis	MetH	enzyme	5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)
TAG6837	12	"fig|1121259.3.peg.1127,fig|1214564.3.peg.292,fig|1387555.3.peg.1882,fig|1387557.3.peg.1357,fig|31899.10.peg.1606|SAMN05216182_1403,fig|351627.8.peg.1736|Csac_1574,fig|608506.3.peg.1516|COB47_1409,fig|632292.3.peg.1701|Calhy_1610,fig|632335.8.peg.1226|Calkr_1105,fig|632348.3.peg.1660|Calkro_1573,fig|632516.3.peg.1519|CallaDRAFT_1460,fig|632518.3.peg.1016|Calow_0939"	12	1127	1606	1357	1701	1226	1660	1519	1882	1516	1016	1736	292	Amino acids	Methionine biosynthesis	MetY	enzyme	O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) @ O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)
TAG6929	12	"fig|1121259.3.peg.388,fig|1214564.3.peg.2273,fig|1387555.3.peg.764,fig|1387557.3.peg.566,fig|31899.10.peg.736|SAMN05216182_0579,fig|351627.8.peg.1308|Csac_1165,fig|608506.3.peg.316|COB47_0290,fig|632292.3.peg.2406|Calhy_2297,fig|632335.8.peg.332|Calkr_0285,fig|632348.3.peg.2416|Calkro_2295,fig|632516.3.peg.1769|CallaDRAFT_1703,fig|632518.3.peg.238|Calow_0217"	12	388	736	566	2406	332	2416	1769	764	316	238	1308	2273	Amino acids	Methionine biosynthesis	MetF	enzyme	"5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)"
TAG0676	5	"fig|1214564.3.peg.55,fig|1387557.3.peg.1399,fig|351627.8.peg.1781,fig|632292.3.peg.1659|Calhy_1567,fig|632335.8.peg.1269|Calkr_1149"	5	-	-	1399	1659	1269	-	-	-	-	-	1781	55	Amino acids	Methionine uptake	MetN	transporter	Methionine ABC transporter ATP-binding protein
TAG2369	5	"fig|1214564.3.peg.53,fig|1387557.3.peg.1401,fig|351627.8.peg.1783|Csac_1618,fig|632292.3.peg.1656|Calhy_1564,fig|632335.8.peg.1271|Calkr_1151"	5	-	-	1401	1656	1271	-	-	-	-	-	1783	53	Amino acids	Methionine uptake	MetQ	transporter	Methionine ABC transporter substrate-binding protein
TAG5692	5	"fig|1214564.3.peg.54,fig|1387557.3.peg.1400,fig|351627.8.peg.1782|Csac_1617,fig|632292.3.peg.1658|Calhy_1566,fig|632335.8.peg.1270|Calkr_1150"	5	-	-	1400	1658	1270	-	-	-	-	-	1782	54	Amino acids	Methionine uptake	MetP	transporter	Methionine ABC transporter permease protein
TAG1230	12	"fig|1121259.3.peg.90,fig|1214564.3.peg.2305,fig|1387555.3.peg.1669,fig|1387557.3.peg.1492,fig|31899.10.peg.1737|SAMN05216182_1527,fig|351627.8.peg.1990|Csac_1815,fig|608506.3.peg.1411|COB47_1306,fig|632292.3.peg.1562|Calhy_1475,fig|632335.8.peg.1354|Calkr_1232,fig|632348.3.peg.1532|Calkro_1450,fig|632516.3.peg.259|CallaDRAFT_0260,fig|632518.3.peg.1121|Calow_1041"	12	90	1737	1492	1562	1354	1532	259	1669	1411	1121	1990	2305	Vitamins&Cofactors	NAD biosynthesis	NadD	enzyme	Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)
TAG1253	12	"fig|1121259.3.peg.52,fig|1214564.3.peg.1712,fig|1387555.3.peg.1704,fig|1387557.3.peg.1456,fig|31899.10.peg.1701|SAMN05216182_1491,fig|351627.8.peg.1953|Csac_1779,fig|608506.3.peg.1448|COB47_1342,fig|632292.3.peg.1599|Calhy_1511,fig|632335.8.peg.1317|Calkr_1195,fig|632348.3.peg.1568|Calkro_1486,fig|632516.3.peg.1279|CallaDRAFT_1224,fig|632518.3.peg.1082|Calow_1005"	12	52	1701	1456	1599	1317	1568	1279	1704	1448	1082	1953	1712	Vitamins&Cofactors	NAD biosynthesis	NadC	enzyme	Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)
TAG1255	12	"fig|1121259.3.peg.51,fig|1214564.3.peg.1711,fig|1387555.3.peg.1706,fig|1387557.3.peg.1455,fig|31899.10.peg.1700|SAMN05216182_1490,fig|351627.8.peg.1952|Csac_1778,fig|608506.3.peg.1449|COB47_1343,fig|632292.3.peg.1600|Calhy_1512,fig|632335.8.peg.1316|Calkr_1194,fig|632348.3.peg.1569|Calkro_1487,fig|632516.3.peg.1280|CallaDRAFT_1225,fig|632518.3.peg.1081|Calow_1004"	12	51	1700	1455	1600	1316	1569	1280	1706	1449	1081	1952	1711	Vitamins&Cofactors	NAD biosynthesis	NadB	enzyme	L-aspartate oxidase (EC 1.4.3.16)
TAG1256	12	"fig|1121259.3.peg.50,fig|1214564.3.peg.1710,fig|1387555.3.peg.1707,fig|1387557.3.peg.1454,fig|31899.10.peg.1699|SAMN05216182_1489,fig|351627.8.peg.1951|Csac_1777,fig|608506.3.peg.1450|COB47_1344,fig|632292.3.peg.1601|Calhy_1513,fig|632335.8.peg.1315|Calkr_1193,fig|632348.3.peg.1570|Calkro_1488,fig|632516.3.peg.1281|CallaDRAFT_1226,fig|632518.3.peg.1080|Calow_1003"	12	50	1699	1454	1601	1315	1570	1281	1707	1450	1080	1951	1710	Vitamins&Cofactors	NAD biosynthesis	NadA	enzyme	Quinolinate synthetase (EC 2.5.1.72)
TAG1832	12	"fig|1121259.3.peg.460,fig|1214564.3.peg.1952,fig|1387555.3.peg.268,fig|1387557.3.peg.485,fig|31899.10.peg.621|SAMN05216182_0478,fig|351627.8.peg.145|Csac_0122,fig|608506.3.peg.242|COB47_0220,fig|632292.3.peg.2512|Calhy_2395,fig|632335.8.peg.252|Calkr_0202,fig|632348.3.peg.2479|Calkro_2355,fig|632516.3.peg.2717|CallaDRAFT_2627,fig|632518.3.peg.174|Calow_0159"	12	460	621	485	2512	252	2479	2717	268	242	174	145	1952	Vitamins&Cofactors	NAD biosynthesis	NadE	enzyme	NAD synthetase (EC 6.3.1.5) / Glutamine amidotransferase chain of NAD synthetase
TAG5311	1	fig|632292.3.peg.2284|Calhy_2180	1	-	-	-	2284	-	-	-	-	-	-	-	-	Vitamins&Cofactors	NAD salvage	NiaX	transporter	Substrate-specific component NiaX of predicted niacin ECF transporter
TAG5312	1	fig|632292.3.peg.2285|Calhy_2181	1	-	-	-	2285	-	-	-	-	-	-	-	-	Vitamins&Cofactors	NAD salvage	NiaR	regulator	Transcriptional repressor for NAD biosynthesis in gram-positives
TAG6178	5	"fig|1121259.3.peg.1813,fig|1387557.3.peg.1135,fig|351627.8.peg.2897|Csac_2681,fig|632292.3.peg.1912|Calhy_1823,fig|632335.8.peg.695|Calkr_0621"	5	1813	-	1135	1912	695	-	-	-	-	-	2897	-	Vitamins&Cofactors	NAD salvage	PncB	enzyme	Nicotinate phosphoribosyltransferase (EC 6.3.4.21)
TAG1015	12	"fig|1121259.3.peg.267,fig|1214564.3.peg.245,fig|1387555.3.peg.1391,fig|1387557.3.peg.1687,fig|31899.10.peg.1932|SAMN05216182_1718,fig|351627.8.peg.2165|Csac_1987,fig|608506.3.peg.1212|COB47_1114,fig|632292.3.peg.1381|Calhy_1296,fig|632335.8.peg.1547|Calkr_1425,fig|632348.3.peg.1348|Calkro_1270,fig|632516.3.peg.96|CallaDRAFT_0094,fig|632518.3.peg.1305|Calow_1219"	12	267	1932	1687	1381	1547	1348	96	1391	1212	1305	2165	245	Vitamins&Cofactors	Pantothenate and CoA biosynthesis	CoaE	enzyme	Dephospho-CoA kinase (EC 2.7.1.24)
TAG1240	12	"fig|1121259.3.peg.65,fig|1214564.3.peg.1725,fig|1387555.3.peg.1691,fig|1387557.3.peg.1469,fig|31899.10.peg.1714|SAMN05216182_1504,fig|351627.8.peg.1966|Csac_1792,fig|608506.3.peg.1435|COB47_1329,fig|632292.3.peg.1586|Calhy_1498,fig|632335.8.peg.1330|Calkr_1208,fig|632348.3.peg.1555|Calkro_1473,fig|632516.3.peg.1266|CallaDRAFT_1211,fig|632518.3.peg.1095|Calow_1018"	12	65	1714	1469	1586	1330	1555	1266	1691	1435	1095	1966	1725	Vitamins&Cofactors	Pantothenate and CoA biosynthesis	CoaD	enzyme	Phosphopantetheine adenylyltransferase (EC 2.7.7.3)
TAG1483	11	"fig|1121259.3.peg.2381,fig|1387555.3.peg.2054,fig|1387557.3.peg.2260,fig|31899.10.peg.2503|SAMN05216182_2285,fig|351627.8.peg.2930|Csac_2710,fig|608506.3.peg.1903|COB47_1781,fig|632292.3.peg.865|Calhy_0804,fig|632335.8.peg.824|Calkr_0725,fig|632348.3.peg.756|Calkro_0712,fig|632516.3.peg.629|CallaDRAFT_0606,fig|632518.3.peg.1794|Calow_1695"	11	2381	2503	2260	865	824	756	629	2054	1903	1794	2930	-	Vitamins&Cofactors	Pantothenate and CoA biosynthesis	PanB	enzyme	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)
TAG1714	12	"fig|1121259.3.peg.1655,fig|1214564.3.peg.1579,fig|1387555.3.peg.2420,fig|1387557.3.peg.789,fig|31899.10.peg.975|SAMN05216182_0807,fig|351627.8.peg.878|Csac_0770,fig|608506.3.peg.548|COB47_0489,fig|632292.3.peg.2211|Calhy_2110,fig|632335.8.peg.612|Calkr_0551,fig|632348.3.peg.2203|Calkro_2089,fig|632516.3.peg.2354|CallaDRAFT_2263,fig|632518.3.peg.446|Calow_0399"	12	1655	975	789	2211	612	2203	2354	2420	548	446	878	1579	Vitamins&Cofactors	Pantothenate and CoA biosynthesis	CoaX	enzyme	"Pantothenate kinase type III, CoaX-like (EC 2.7.1.33)"
TAG3281	12	"fig|1121259.3.peg.2380,fig|1214564.3.peg.480,fig|1387555.3.peg.2055,fig|1387557.3.peg.2261,fig|31899.10.peg.2504|SAMN05216182_2286,fig|351627.8.peg.2931|Csac_2711,fig|608506.3.peg.1904|COB47_1782,fig|632292.3.peg.864|Calhy_0803,fig|632335.8.peg.823|Calkr_0724,fig|632348.3.peg.755|Calkro_0711,fig|632516.3.peg.628|CallaDRAFT_0605,fig|632518.3.peg.1795|Calow_1696"	12	2380	2504	2261	864	823	755	628	2055	1904	1795	2931	480	Vitamins&Cofactors	Pantothenate and CoA biosynthesis	PanG	enzyme	Ketopantoate reductase PanG (EC 1.1.1.169)
TAG4407	12	"fig|1121259.3.peg.2383,fig|1214564.3.peg.342,fig|1387555.3.peg.2049,fig|1387557.3.peg.2258,fig|31899.10.peg.2501|SAMN05216182_2283,fig|351627.8.peg.2928|Csac_2708,fig|608506.3.peg.1901|COB47_1779,fig|632292.3.peg.867|Calhy_0806,fig|632335.8.peg.826|Calkr_0727,fig|632348.3.peg.758|Calkro_0714,fig|632516.3.peg.631|CallaDRAFT_0608,fig|632518.3.peg.1792|Calow_1693"	12	2383	2501	2258	867	826	758	631	2049	1901	1792	2928	342	Vitamins&Cofactors	Pantothenate and CoA biosynthesis	PanD	enzyme	Aspartate 1-decarboxylase (EC 4.1.1.11)
TAG5625	12	"fig|1121259.3.peg.2382,fig|1214564.3.peg.341,fig|1387555.3.peg.2053,fig|1387557.3.peg.2259,fig|31899.10.peg.2502|SAMN05216182_2284,fig|351627.8.peg.2929|Csac_2709,fig|608506.3.peg.1902|COB47_1780,fig|632292.3.peg.866|Calhy_0805,fig|632335.8.peg.825|Calkr_0726,fig|632348.3.peg.757|Calkro_0713,fig|632516.3.peg.630|CallaDRAFT_0607,fig|632518.3.peg.1793|Calow_1694"	12	2382	2502	2259	866	825	757	630	2053	1902	1793	2929	341	Vitamins&Cofactors	Pantothenate and CoA biosynthesis	PanC	enzyme	Pantoate--beta-alanine ligase (EC 6.3.2.1)
TAG6725	12	"fig|1121259.3.peg.1040,fig|1214564.3.peg.578,fig|1387555.3.peg.1296,fig|1387557.3.peg.1274,fig|31899.10.peg.1518|SAMN05216182_1316,fig|351627.8.peg.2263|Csac_2084,fig|608506.3.peg.1599|COB47_1488,fig|632292.3.peg.1792|Calhy_1699,fig|632335.8.peg.1146|Calkr_1026,fig|632348.3.peg.1747|Calkro_1657,fig|632516.3.peg.1213|CallaDRAFT_1158,fig|632518.3.peg.923|Calow_0853"	12	1040	1518	1274	1792	1146	1747	1213	1296	1599	923	2263	578	Vitamins&Cofactors	Pantothenate and CoA biosynthesis	"CoaB,CoaC"	enzyme	Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36) / Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)
TAG0967	12	"fig|1121259.3.peg.1050,fig|1214564.3.peg.568,fig|1387555.3.peg.1306,fig|1387557.3.peg.1284,fig|31899.10.peg.1528|SAMN05216182_1326,fig|351627.8.peg.2253|Csac_2074,fig|608506.3.peg.1588|COB47_1478,fig|632292.3.peg.1782|Calhy_1689,fig|632335.8.peg.1156|Calkr_1036,fig|632348.3.peg.1737|Calkro_1647,fig|632516.3.peg.1203|CallaDRAFT_1148,fig|632518.3.peg.934|Calow_0863"	12	1050	1528	1284	1782	1156	1737	1203	1306	1588	934	2253	568	Central carbohydrate	Pentose phosphate pathway	Rpe	enzyme	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)
TAG0990	12	"fig|1121259.3.peg.319,fig|1214564.3.peg.529,fig|1387555.3.peg.1346,fig|1387557.3.peg.1736,fig|31899.10.peg.1982|SAMN05216182_1768,fig|351627.8.peg.2214|Csac_2036,fig|608506.3.peg.1162|COB47_1065,fig|632292.3.peg.1331|Calhy_1247,fig|632335.8.peg.1598|Calkr_1474,fig|632348.3.peg.1297|Calkro_1221,fig|632516.3.peg.44|CallaDRAFT_0044,fig|632518.3.peg.1355|Calow_1268"	12	319	1982	1736	1331	1598	1297	44	1346	1162	1355	2214	529	Central carbohydrate	Pentose phosphate pathway	Tal	enzyme	Transaldolase (EC 2.2.1.2)
TAG1543	12	"fig|1121259.3.peg.2305,fig|1214564.3.peg.927,fig|1387555.3.peg.2159,fig|1387557.3.peg.2454,fig|31899.10.peg.2605|SAMN05216182_2370,fig|351627.8.peg.1503|Csac_1352,fig|608506.3.peg.1958|COB47_1830,fig|632292.3.peg.755|Calhy_0696,fig|632335.8.peg.566|Calkr_0505,fig|632348.3.peg.641|Calkro_0598,fig|632516.3.peg.1045|CallaDRAFT_0987,fig|632518.3.peg.1850|Calow_1741"	12	2305	2605	2454	755	566	641	1045	2159	1958	1850	1503	927	Central carbohydrate	Pentose phosphate pathway	TkT2c	enzyme	"Transketolase, C-terminal section (EC 2.2.1.1)"
TAG1545	12	"fig|1121259.3.peg.2306,fig|1214564.3.peg.926,fig|1387555.3.peg.2160,fig|1387557.3.peg.2455,fig|31899.10.peg.2606|SAMN05216182_2371,fig|351627.8.peg.1502|Csac_1351,fig|608506.3.peg.1959|COB47_1831,fig|632292.3.peg.754|Calhy_0695,fig|632335.8.peg.565|Calkr_0504,fig|632348.3.peg.640|Calkro_0597,fig|632516.3.peg.1044|CallaDRAFT_0986,fig|632518.3.peg.1851|Calow_1742"	12	2306	2606	2455	754	565	640	1044	2160	1959	1851	1502	926	Central carbohydrate	Pentose phosphate pathway	Tkt2n	enzyme	"Transketolase, N-terminal section (EC 2.2.1.1)"
TAG5136	12	"fig|1121259.3.peg.852,fig|1214564.3.peg.1,fig|1387555.3.peg.796,fig|1387557.3.peg.897,fig|31899.10.peg.1073|SAMN05216182_0897,fig|351627.8.peg.1343|Csac_1200,fig|608506.3.peg.650|COB47_0588,fig|632292.3.peg.2118|Calhy_2024,fig|632335.8.peg.661|Calkr_0590,fig|632348.3.peg.2102|Calkro_1994,fig|632516.3.peg.295|CallaDRAFT_0295,fig|632518.3.peg.561|Calow_0508"	12	852	1073	897	2118	661	2102	295	796	650	561	1343	1	Central carbohydrate	Pentose phosphate pathway	RpiB	enzyme	Ribose-5-phosphate isomerase B (EC 5.3.1.6)
TAG7848	9	"fig|1121259.3.peg.1355,fig|1387557.3.peg.2759,fig|31899.10.peg.2903|SAMN05216182_2650,fig|608506.3.peg.2253|COB47_2100,fig|632292.3.peg.221|Calhy_0198,fig|632335.8.peg.2553|Calkr_2357,fig|632348.3.peg.240|Calkro_0226,fig|632516.3.peg.958|CallaDRAFT_0908,fig|632518.3.peg.2202|Calow_2057"	9	1355	2903	2759	221	2553	240	958	-	2253	2202	-	-	Central carbohydrate	Pentose phosphate pathway	Tkt	enzyme	Transketolase (EC 2.2.1.1)
TAG0498	12	"fig|1121259.3.peg.1755,fig|1214564.3.peg.1639,fig|1387555.3.peg.1784,fig|1387557.3.peg.1896,fig|31899.10.peg.2154|SAMN05216182_1934,fig|351627.8.peg.1876|Csac_1707,fig|608506.3.peg.1023|COB47_0938,fig|632292.3.peg.1188|Calhy_1108,fig|632335.8.peg.1791|Calkr_1657,fig|632348.3.peg.1143|Calkro_1080,fig|632516.3.peg.1694|CallaDRAFT_1629,fig|632518.3.peg.1476|Calow_1390"	12	1755	2154	1896	1188	1791	1143	1694	1784	1023	1476	1876	1639	Amino acids	Proline biosynthesis	ProB	enzyme	Glutamate 5-kinase (EC 2.7.2.11)
TAG1153	12	"fig|1121259.3.peg.178,fig|1214564.3.peg.2394,fig|1387555.3.peg.1571,fig|1387557.3.peg.1580,fig|31899.10.peg.1827|SAMN05216182_1617,fig|351627.8.peg.2082|Csac_1902,fig|608506.3.peg.1323|COB47_1218,fig|632292.3.peg.1474|Calhy_1387,fig|632335.8.peg.1449|Calkr_1326,fig|632348.3.peg.1443|Calkro_1362,fig|632516.3.peg.169|CallaDRAFT_0170,fig|632518.3.peg.1215|Calow_1131"	12	178	1827	1580	1474	1449	1443	169	1571	1323	1215	2082	2394	Amino acids	Proline biosynthesis	ProC	enzyme	Pyrroline-5-carboxylate reductase (EC 1.5.1.2)
TAG1302	12	"fig|1121259.3.peg.1756,fig|1214564.3.peg.1640,fig|1387555.3.peg.1783,fig|1387557.3.peg.1895,fig|31899.10.peg.2153|SAMN05216182_1933,fig|351627.8.peg.1877|Csac_1708,fig|608506.3.peg.1024|COB47_0939,fig|632292.3.peg.1189|Calhy_1109,fig|632335.8.peg.1790|Calkr_1656,fig|632348.3.peg.1144|Calkro_1081,fig|632516.3.peg.1695|CallaDRAFT_1630,fig|632518.3.peg.1475|Calow_1389"	12	1756	2153	1895	1189	1790	1144	1695	1783	1024	1475	1877	1640	Amino acids	Proline biosynthesis	ProA	enzyme	Gamma-glutamyl phosphate reductase (EC 1.2.1.41)
TAG0762	12	"fig|1121259.3.peg.745,fig|1214564.3.peg.1899,fig|1387555.3.peg.1028,fig|1387557.3.peg.2191,fig|31899.10.peg.2425|SAMN05216182_2209,fig|351627.8.peg.1169|Csac_1036,fig|608506.3.peg.1839|COB47_1717,fig|632292.3.peg.945|Calhy_0875,fig|632335.8.peg.896|Calkr_0791,fig|632348.3.peg.857|Calkro_0806,fig|632516.3.peg.1142|CallaDRAFT_1082,fig|632518.3.peg.1724|Calow_1625"	12	745	2425	2191	945	896	857	1142	1028	1839	1724	1169	1899	Vitamins&Cofactors	Pyridoxin biosynthesis	PdxS	enzyme	"Pyridoxal 5'-phosphate synthase (glutamine hydrolyzing), synthase subunit (EC 4.3.3.6)"
TAG0763	12	"fig|1121259.3.peg.744,fig|1214564.3.peg.1898,fig|1387555.3.peg.1029,fig|1387557.3.peg.2190,fig|31899.10.peg.2424|SAMN05216182_2208,fig|351627.8.peg.1170|Csac_1037,fig|608506.3.peg.1838|COB47_1716,fig|632292.3.peg.946|Calhy_0876,fig|632335.8.peg.897|Calkr_0792,fig|632348.3.peg.858|Calkro_0807,fig|632516.3.peg.1143|CallaDRAFT_1083,fig|632518.3.peg.1723|Calow_1624"	12	744	2424	2190	946	897	858	1143	1029	1838	1723	1170	1898	Vitamins&Cofactors	Pyridoxin biosynthesis	PdxT	enzyme	"Pyridoxal 5'-phosphate synthase (glutamine hydrolyzing), glutaminase subunit (EC 4.3.3.6)"
TAG0828	12	"fig|1121259.3.peg.631,fig|1214564.3.peg.406,fig|1387555.3.peg.1123,fig|1387557.3.peg.2050,fig|31899.10.peg.2278|SAMN05216182_2066,fig|351627.8.peg.2498|Csac_2314,fig|608506.3.peg.1696|COB47_1580,fig|632292.3.peg.1053|Calhy_0979,fig|632335.8.peg.1009|Calkr_0905,fig|632348.3.peg.1006|Calkro_0947,fig|632516.3.peg.2014|CallaDRAFT_1945,fig|632518.3.peg.1605|Calow_1510"	12	631	2278	2050	1053	1009	1006	2014	1123	1696	1605	2498	406	Vitamins&Cofactors	Pyridoxin biosynthesis	PdxU2	transporter	Substrate-specific component PdxU2 of predicted pyridoxin-related ECF transporter
TAG3923	12	"fig|1121259.3.peg.746,fig|1214564.3.peg.1900,fig|1387555.3.peg.1027,fig|1387557.3.peg.2192,fig|31899.10.peg.2426|SAMN05216182_2210,fig|351627.8.peg.1168|Csac_1035,fig|608506.3.peg.1840|COB47_1718,fig|632292.3.peg.944|Calhy_0874,fig|632335.8.peg.895|Calkr_0790,fig|632348.3.peg.856|Calkro_0805,fig|632516.3.peg.1141|CallaDRAFT_1081,fig|632518.3.peg.1725|Calow_1626"	12	746	2426	2192	944	895	856	1141	1027	1840	1725	1168	1900	Vitamins&Cofactors	Pyridoxin biosynthesis	PdxR	regulator	Transcriptional regulator of pyridoxine metabolism
TAG0949	12	"fig|1121259.3.peg.362,fig|1214564.3.peg.803,fig|1387555.3.peg.128,fig|1387557.3.peg.592,fig|31899.10.peg.797|SAMN05216182_0637,fig|351627.8.peg.298|Csac_0257,fig|608506.3.peg.386|COB47_0342,fig|632292.3.peg.2381|Calhy_2273,fig|632335.8.peg.374|Calkr_0328,fig|632348.3.peg.2371|Calkro_2253,fig|632516.3.peg.1429|CallaDRAFT_1367,fig|632518.3.peg.268|Calow_0245"	12	362	797	592	2381	374	2371	1429	128	386	268	298	803	Vitamins&Cofactors	Queuosine biosynthesis	qTGT	enzyme	Queuine tRNA-ribosyltransferase (EC 2.4.2.29)
TAG1682	12	"fig|1121259.3.peg.431,fig|1214564.3.peg.2249,fig|1387555.3.peg.237,fig|1387557.3.peg.516,fig|31899.10.peg.644|SAMN05216182_0501,fig|351627.8.peg.184|Csac_0153,fig|608506.3.peg.263|COB47_0239,fig|632292.3.peg.2470|Calhy_2355,fig|632335.8.peg.284|Calkr_0239,fig|632348.3.peg.2453|Calkro_2332,fig|632516.3.peg.1667|CallaDRAFT_1600,fig|632518.3.peg.201|Calow_0182"	12	431	644	516	2470	284	2453	1667	237	263	201	184	2249	Vitamins&Cofactors	Queuosine biosynthesis	QueA	enzyme	S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17)
TAG2009	12	"fig|1121259.3.peg.1460,fig|1214564.3.peg.1198,fig|1387555.3.peg.562,fig|1387557.3.peg.109,fig|31899.10.peg.199|SAMN05216182_0121,fig|351627.8.peg.570|Csac_0496,fig|608506.3.peg.2409|COB47_2241,fig|632292.3.peg.2657|Calhy_2527,fig|632335.8.peg.2732|Calkr_2516,fig|632348.3.peg.2611|Calkro_2473,fig|632516.3.peg.827|CallaDRAFT_0792,fig|632518.3.peg.2358|Calow_2200"	12	1460	199	109	2657	2732	2611	827	562	2409	2358	570	1198	Vitamins&Cofactors	Queuosine biosynthesis	QueF	enzyme	NADPH-dependent 7-cyano-7-deazaguanine reductase (EC 1.7.1.13)
TAG3946	12	"fig|1121259.3.peg.514,fig|1214564.3.peg.1976,fig|1387555.3.peg.505,fig|1387557.3.peg.459,fig|31899.10.peg.588|SAMN05216182_0446,fig|351627.8.peg.123|Csac_0100,fig|608506.3.peg.202|COB47_0181,fig|632292.3.peg.2555|Calhy_2436,fig|632335.8.peg.207|Calkr_0165,fig|632348.3.peg.2506|Calkro_2381,fig|632516.3.peg.1247|CallaDRAFT_1192,fig|632518.3.peg.143|Calow_0129"	12	514	588	459	2555	207	2506	1247	505	202	143	123	1976	Vitamins&Cofactors	Queuosine biosynthesis	QueC	enzyme	7-cyano-7-deazaguanine synthase (EC 6.3.4.20)
TAG5740	12	"fig|1121259.3.peg.310,fig|1214564.3.peg.521,fig|1387555.3.peg.1354,fig|1387557.3.peg.1728,fig|31899.10.peg.1974|SAMN05216182_1760,fig|351627.8.peg.2206|Csac_2028,fig|608506.3.peg.1170|COB47_1073,fig|632292.3.peg.1340|Calhy_1255,fig|632335.8.peg.1590|Calkr_1466,fig|632348.3.peg.1305|Calkro_1229,fig|632516.3.peg.53|CallaDRAFT_0052,fig|632518.3.peg.1347|Calow_1260"	12	310	1974	1728	1340	1590	1305	53	1354	1170	1347	2206	521	Vitamins&Cofactors	Queuosine biosynthesis	QueT	transporter	Substrate-specific component QueT (COG4708) of predicted queuosine-regulated ECF transporter
TAG6742	12	"fig|1121259.3.peg.509,fig|1214564.3.peg.1971,fig|1387555.3.peg.287,fig|1387557.3.peg.464,fig|31899.10.peg.593|SAMN05216182_0451,fig|351627.8.peg.128|Csac_0105,fig|608506.3.peg.218|COB47_0198,fig|632292.3.peg.2550|Calhy_2431,fig|632335.8.peg.212|Calkr_0170,fig|632348.3.peg.2501|Calkro_2376,fig|632516.3.peg.1252|CallaDRAFT_1196,fig|632518.3.peg.148|Calow_0134"	12	509	593	464	2550	212	2501	1252	287	218	148	128	1971	Vitamins&Cofactors	Queuosine biosynthesis	QueE	enzyme	7-carboxy-7-deazaguanine synthase (EC 4.3.99.3)
