Tag	1094508.3	203119.11	31899.1	394503.7
TAG16390	"fig|1094508.3.peg.1594,fig|1094508.3.peg.190"	"fig|203119.11.peg.1133,fig|203119.11.peg.1134"	fig|31899.10.peg.1240|SAMN05216182_1052	"fig|394503.7.peg.590,fig|394503.7.peg.591"
TAG16413	-	-	fig|31899.10.peg.2623|SAMN05216182_2386	-
TAG16415	-	-	fig|31899.10.peg.2379|SAMN05216182_2162	-
TAG16417	-	fig|203119.11.peg.1480	-	fig|394503.7.peg.1246
TAG16447	fig|1094508.3.peg.1266	fig|203119.11.peg.2754	fig|31899.10.peg.607|SAMN05216182_0464	fig|394503.7.peg.141
TAG16448	-	-	fig|31899.10.peg.2754|SAMN05216182_2513	-
TAG16450	fig|1094508.3.peg.1793	fig|203119.11.peg.481	fig|31899.10.peg.2749|SAMN05216182_2506	fig|394503.7.peg.2115
TAG16459	"fig|1094508.3.peg.21,fig|1094508.3.peg.368"	-	"fig|31899.10.peg.2177|SAMN05216182_1957,fig|31899.10.peg.2181|SAMN05216182_1961,fig|31899.10.peg.2751|SAMN05216182_2509,fig|31899.10.peg.2920|SAMN05216182_2667,fig|31899.10.peg.623|SAMN05216182_0480"	-
TAG16468	-	-	"fig|31899.10.peg.2530|SAMN05216182_2310,fig|31899.10.peg.3120|SAMN05216182_2846"	-
TAG16480	-	-	fig|31899.10.peg.3045|SAMN05216182_2781	-
TAG16502	-	-	fig|31899.10.peg.525|SAMN05216182_0387	fig|394503.7.peg.193
TAG16504	-	-	fig|31899.10.peg.1390|SAMN05216182_1196	-
TAG16506	-	-	fig|31899.10.peg.1394	-
TAG16507	"fig|1094508.3.peg.1220,fig|1094508.3.peg.496"	-	fig|31899.10.peg.1401|SAMN05216182_1206	-
TAG16515	-	-	fig|31899.10.peg.1630|SAMN05216182_1426	-
TAG16523	fig|1094508.3.peg.1929	fig|203119.11.peg.128	fig|31899.10.peg.2190|SAMN05216182_1970	fig|394503.7.peg.2353
TAG16530	-	-	fig|31899.10.peg.659	-
TAG16537	-	-	fig|31899.10.peg.2134|SAMN05216182_1915	-
TAG16541	fig|1094508.3.peg.1576	fig|203119.11.peg.1120	fig|31899.10.peg.2041|SAMN05216182_1833	fig|394503.7.peg.1734
TAG16546	-	-	fig|31899.10.peg.740|SAMN05216182_0583	-
TAG16547	-	fig|203119.11.peg.3143	fig|31899.10.peg.1732|SAMN05216182_1522	fig|394503.7.peg.356
TAG16553	-	-	fig|31899.10.peg.694	-
TAG16560	-	fig|203119.11.peg.1322	fig|31899.10.peg.1925|SAMN05216182_1711	fig|394503.7.peg.2248
TAG16563	fig|1094508.3.peg.2024	fig|203119.11.peg.3322	fig|31899.10.peg.1956|SAMN05216182_1742	fig|394503.7.peg.570
TAG16565	fig|1094508.3.peg.1851	-	fig|31899.10.peg.1532|SAMN05216182_1330	-
TAG16581	-	-	fig|31899.10.peg.1412|SAMN05216182_1217	-
TAG16582	-	-	fig|31899.10.peg.1429|SAMN05216182_1229	-
TAG16593	fig|1094508.3.peg.854	-	"fig|31899.10.peg.145,fig|31899.10.peg.1496|SAMN05216182_1294"	-
TAG16701	-	fig|203119.11.peg.3269	-	-
TAG16711	fig|1094508.3.peg.1721	fig|203119.11.peg.1421	fig|31899.10.peg.2468|SAMN05216182_2251	fig|394503.7.peg.2005
TAG16735	-	-	fig|31899.10.peg.98	-
TAG16761	fig|1094508.3.peg.2424	-	-	-
TAG16850	-	-	"fig|31899.10.peg.2561,fig|31899.10.peg.2957"	-
TAG16857	-	-	fig|31899.10.peg.422|SAMN05216182_0293	-
TAG16876	"fig|1094508.3.peg.129,fig|1094508.3.peg.1897"	"fig|203119.11.peg.2430,fig|203119.11.peg.3004,fig|203119.11.peg.754,fig|203119.11.peg.850"	"fig|31899.10.peg.1012|SAMN05216182_0843,fig|31899.10.peg.1293|SAMN05216182_1105,fig|31899.10.peg.2795|SAMN05216182_2550"	fig|394503.7.peg.1779
TAG16877	-	-	fig|31899.10.peg.1014|SAMN05216182_0845	-
TAG16878	-	-	fig|31899.10.peg.1016|SAMN05216182_0847	-
TAG16888	-	-	fig|31899.10.peg.1652|SAMN05216182_1445	-
TAG16892	-	-	fig|31899.10.peg.1151|SAMN05216182_0963	-
TAG16893	-	-	fig|31899.10.peg.1156|SAMN05216182_0968	-
TAG16894	-	-	-	fig|394503.7.peg.1001
TAG16895	-	-	-	fig|394503.7.peg.1002
TAG16896	-	-	-	fig|394503.7.peg.1004
TAG16897	-	-	-	fig|394503.7.peg.1006
TAG16898	-	-	-	fig|394503.7.peg.1007
TAG16899	-	-	-	fig|394503.7.peg.1008
TAG16900	-	-	-	fig|394503.7.peg.1009
TAG16901	-	-	-	fig|394503.7.peg.1010
TAG16902	-	-	-	fig|394503.7.peg.1011
TAG16903	-	-	-	fig|394503.7.peg.1012
TAG16904	-	-	-	fig|394503.7.peg.1013
TAG16905	-	-	-	fig|394503.7.peg.1014
TAG16906	-	-	-	fig|394503.7.peg.1015
TAG16907	-	-	-	fig|394503.7.peg.1016
TAG16908	-	-	-	fig|394503.7.peg.1017
TAG16909	-	-	-	fig|394503.7.peg.1018
TAG16910	-	-	-	fig|394503.7.peg.1019
TAG16911	-	-	-	fig|394503.7.peg.1021
TAG16912	-	-	-	fig|394503.7.peg.1023
TAG16913	-	-	-	fig|394503.7.peg.1024
TAG16914	-	-	-	fig|394503.7.peg.1026
TAG16915	-	-	-	fig|394503.7.peg.1027
TAG16916	-	-	-	fig|394503.7.peg.1028
TAG16917	fig|1094508.3.peg.2715	fig|203119.11.peg.2384	-	fig|394503.7.peg.102
TAG16918	-	-	-	fig|394503.7.peg.1030
TAG16919	-	-	-	fig|394503.7.peg.1031
TAG16920	-	-	-	fig|394503.7.peg.1033
TAG16921	-	-	-	fig|394503.7.peg.1034
TAG16922	-	-	-	fig|394503.7.peg.1036
TAG16923	-	-	-	fig|394503.7.peg.1044
TAG16924	-	-	-	fig|394503.7.peg.1045
TAG16925	-	-	-	fig|394503.7.peg.1049
TAG16926	-	-	-	fig|394503.7.peg.1050
TAG16927	-	-	-	fig|394503.7.peg.1051
TAG16928	-	-	-	fig|394503.7.peg.1052
TAG16929	-	-	-	fig|394503.7.peg.1054
TAG16930	-	-	-	fig|394503.7.peg.1055
TAG16931	-	-	-	fig|394503.7.peg.1057
TAG16932	-	-	-	fig|394503.7.peg.1058
TAG16933	-	-	-	fig|394503.7.peg.106
TAG16934	-	-	-	fig|394503.7.peg.1064
TAG16935	fig|1094508.3.peg.1297	-	-	fig|394503.7.peg.1066
TAG16936	-	-	-	fig|394503.7.peg.1068
TAG16937	-	-	-	fig|394503.7.peg.1069
TAG16938	-	-	-	fig|394503.7.peg.1071
TAG16939	-	-	-	fig|394503.7.peg.1072
TAG16940	-	-	-	fig|394503.7.peg.1073
TAG16941	-	-	-	fig|394503.7.peg.1074
TAG16942	-	-	-	fig|394503.7.peg.1075
TAG16943	-	-	-	fig|394503.7.peg.1076
TAG16944	-	-	-	fig|394503.7.peg.1077
TAG16945	-	-	-	fig|394503.7.peg.1078
TAG16946	-	-	-	fig|394503.7.peg.1079
TAG16947	-	-	-	fig|394503.7.peg.1080
TAG16948	-	-	-	fig|394503.7.peg.1081
TAG16949	-	-	-	fig|394503.7.peg.1082
TAG16950	-	-	-	fig|394503.7.peg.1084
TAG16951	-	-	-	fig|394503.7.peg.1085
TAG16952	-	-	-	fig|394503.7.peg.1087
TAG16953	-	-	-	fig|394503.7.peg.1089
TAG16954	-	-	-	fig|394503.7.peg.1090
TAG16955	-	-	-	fig|394503.7.peg.1091
TAG16956	-	-	-	fig|394503.7.peg.1092
TAG16957	-	-	-	fig|394503.7.peg.1094
TAG16958	-	-	-	fig|394503.7.peg.1095
TAG16959	-	-	-	fig|394503.7.peg.1096
TAG16960	-	-	-	fig|394503.7.peg.1097
TAG16961	-	-	-	fig|394503.7.peg.109
TAG16962	-	fig|203119.11.peg.2532	-	fig|394503.7.peg.10
TAG16963	fig|1094508.3.peg.1137	-	fig|31899.10.peg.197|SAMN05216182_0119	fig|394503.7.peg.1100
TAG16964	-	-	-	fig|394503.7.peg.1102
TAG16965	-	fig|203119.11.peg.2664	-	fig|394503.7.peg.1106
TAG16966	fig|1094508.3.peg.43	fig|203119.11.peg.1673	fig|31899.10.peg.2294|SAMN05216182_2082	"fig|394503.7.peg.1108,fig|394503.7.peg.1448"
TAG16967	-	-	-	fig|394503.7.peg.1113
TAG16968	fig|1094508.3.peg.1130	-	-	fig|394503.7.peg.1114
TAG16969	-	-	-	fig|394503.7.peg.1115
TAG16970	-	-	-	fig|394503.7.peg.1117
TAG16971	-	-	-	fig|394503.7.peg.1118
TAG16972	-	-	-	fig|394503.7.peg.1119
TAG16973	-	-	-	fig|394503.7.peg.1120
TAG16974	-	-	-	fig|394503.7.peg.1121
TAG16975	-	-	-	fig|394503.7.peg.1122
TAG16976	-	-	-	fig|394503.7.peg.1123
TAG16977	fig|1094508.3.peg.1898	fig|203119.11.peg.752	fig|31899.10.peg.2677|SAMN05216182_2435	fig|394503.7.peg.1125
TAG16978	-	-	-	fig|394503.7.peg.1128
TAG16979	-	-	-	fig|394503.7.peg.1129
TAG16980	-	-	-	fig|394503.7.peg.1130
TAG16981	-	-	-	fig|394503.7.peg.1132
TAG16982	-	-	-	fig|394503.7.peg.1133
TAG16983	-	-	-	fig|394503.7.peg.1134
TAG16984	-	-	-	fig|394503.7.peg.1135
TAG16985	-	-	-	fig|394503.7.peg.1136
TAG16986	-	-	-	fig|394503.7.peg.1137
TAG16987	-	-	-	fig|394503.7.peg.1138
TAG16988	-	-	-	fig|394503.7.peg.1139
TAG16989	-	-	-	fig|394503.7.peg.113
TAG16990	-	-	-	fig|394503.7.peg.1140
TAG16991	-	-	-	fig|394503.7.peg.1144
TAG16992	-	-	-	fig|394503.7.peg.1145
TAG16993	-	-	-	fig|394503.7.peg.1146
TAG16994	fig|1094508.3.peg.1550	fig|203119.11.peg.583	-	fig|394503.7.peg.1147
TAG16995	-	-	-	fig|394503.7.peg.114
TAG16996	-	-	-	fig|394503.7.peg.1150
TAG16997	-	-	-	fig|394503.7.peg.1151
TAG16998	-	-	-	fig|394503.7.peg.1152
TAG16999	-	-	-	fig|394503.7.peg.1153
TAG17000	-	-	-	fig|394503.7.peg.1154
TAG17001	-	-	-	fig|394503.7.peg.1155
TAG17002	-	-	-	fig|394503.7.peg.1156
TAG17003	-	-	-	fig|394503.7.peg.1158
TAG17004	-	-	-	fig|394503.7.peg.1159
TAG17005	-	fig|203119.11.peg.2356	-	fig|394503.7.peg.115
TAG17006	-	-	-	fig|394503.7.peg.1161
TAG17007	-	-	-	fig|394503.7.peg.1162
TAG17008	-	-	-	fig|394503.7.peg.1163
TAG17009	-	-	-	fig|394503.7.peg.1164
TAG17010	-	-	-	fig|394503.7.peg.1165
TAG17011	-	-	-	fig|394503.7.peg.1166
TAG17012	-	-	-	fig|394503.7.peg.1167
TAG17013	-	-	-	fig|394503.7.peg.1168
TAG17014	"fig|1094508.3.peg.1482,fig|1094508.3.peg.1483"	-	fig|31899.10.peg.1053|SAMN05216182_0879	"fig|394503.7.peg.1169,fig|394503.7.peg.209"
TAG17015	-	-	-	fig|394503.7.peg.1172
TAG17016	-	-	-	fig|394503.7.peg.1174
TAG17017	-	-	-	fig|394503.7.peg.1175
TAG17018	-	fig|203119.11.peg.3204	-	fig|394503.7.peg.1177
TAG17019	-	-	-	fig|394503.7.peg.117
TAG17020	-	-	-	fig|394503.7.peg.1181
TAG17021	-	-	-	fig|394503.7.peg.1182
TAG17022	fig|1094508.3.peg.1625	fig|203119.11.peg.2454	fig|31899.10.peg.2346|SAMN05216182_2133	fig|394503.7.peg.1183
TAG17023	-	fig|203119.11.peg.110	-	fig|394503.7.peg.1184
TAG17024	-	fig|203119.11.peg.54	-	fig|394503.7.peg.1186
TAG17025	-	-	-	fig|394503.7.peg.1188
TAG17026	-	-	-	fig|394503.7.peg.118
TAG17027	-	fig|203119.11.peg.560	-	fig|394503.7.peg.1190
TAG17028	-	-	-	fig|394503.7.peg.1191
TAG17029	-	-	-	fig|394503.7.peg.1195
TAG17030	-	-	-	fig|394503.7.peg.1196
TAG17031	-	-	-	fig|394503.7.peg.1198
TAG17032	-	-	-	fig|394503.7.peg.1199
TAG17033	-	-	-	fig|394503.7.peg.119
TAG17034	-	-	-	fig|394503.7.peg.11
TAG17035	-	-	-	fig|394503.7.peg.1200
TAG17036	-	-	-	fig|394503.7.peg.1202
TAG17037	-	-	-	fig|394503.7.peg.1203
TAG17038	-	-	-	fig|394503.7.peg.1204
TAG17039	-	-	-	fig|394503.7.peg.1205
TAG17040	-	-	-	fig|394503.7.peg.1207
TAG17041	-	-	-	fig|394503.7.peg.1208
TAG17042	-	-	-	fig|394503.7.peg.1209
TAG17043	-	-	-	fig|394503.7.peg.120
TAG17044	-	-	-	fig|394503.7.peg.1211
TAG17045	-	-	-	fig|394503.7.peg.1212
TAG17046	-	-	-	fig|394503.7.peg.1213
TAG17047	-	-	-	fig|394503.7.peg.1214
TAG17048	-	-	-	fig|394503.7.peg.1216
TAG17049	-	-	-	fig|394503.7.peg.1219
TAG17050	-	-	-	fig|394503.7.peg.121
TAG17051	-	-	-	fig|394503.7.peg.1225
TAG17052	-	-	-	fig|394503.7.peg.1226
TAG17053	-	-	-	fig|394503.7.peg.122
TAG17054	fig|1094508.3.peg.389	"fig|203119.11.peg.1590,fig|203119.11.peg.420"	"fig|31899.10.peg.169|SAMN05216182_0099,fig|31899.10.peg.599|SAMN05216182_0457"	"fig|394503.7.peg.1230,fig|394503.7.peg.605"
TAG17055	-	-	-	fig|394503.7.peg.1236
TAG17056	-	-	-	fig|394503.7.peg.1237
TAG17057	-	-	-	fig|394503.7.peg.123
TAG17058	-	fig|203119.11.peg.1224	-	fig|394503.7.peg.1241
TAG17059	-	-	-	fig|394503.7.peg.1245
TAG17060	-	-	-	fig|394503.7.peg.1247
TAG17061	-	-	-	fig|394503.7.peg.1248
TAG17062	-	-	-	fig|394503.7.peg.1249
TAG17063	-	-	-	fig|394503.7.peg.124
TAG17064	-	-	-	fig|394503.7.peg.1250
TAG17065	fig|1094508.3.peg.1378	fig|203119.11.peg.1330	fig|31899.10.peg.1754|SAMN05216182_1544	"fig|394503.7.peg.1251,fig|394503.7.peg.1504"
TAG17066	-	-	-	fig|394503.7.peg.1252
TAG17067	-	-	-	fig|394503.7.peg.1253
TAG17068	-	-	-	fig|394503.7.peg.1256
TAG17069	-	-	-	fig|394503.7.peg.1257
TAG17070	-	-	-	fig|394503.7.peg.1259
TAG17071	-	-	-	fig|394503.7.peg.125
TAG17072	-	-	-	fig|394503.7.peg.1260
TAG17073	-	-	-	fig|394503.7.peg.1265
TAG17074	-	-	-	fig|394503.7.peg.1269
TAG17075	-	-	-	fig|394503.7.peg.126
TAG17076	-	-	-	fig|394503.7.peg.1270
TAG17077	-	fig|203119.11.peg.2337	-	fig|394503.7.peg.1271
TAG17078	-	-	-	fig|394503.7.peg.1273
TAG17079	-	-	-	fig|394503.7.peg.1274
TAG17080	-	-	-	fig|394503.7.peg.1275
TAG17081	-	-	-	fig|394503.7.peg.1276
TAG17082	-	-	-	fig|394503.7.peg.1277
TAG17083	-	-	-	fig|394503.7.peg.1278
TAG17084	-	fig|203119.11.peg.2338	fig|31899.10.peg.1317|SAMN05216182_1129	fig|394503.7.peg.1279
TAG17085	-	-	-	fig|394503.7.peg.127
TAG17086	-	-	-	fig|394503.7.peg.1280
TAG17087	-	-	-	fig|394503.7.peg.1281
TAG17088	-	-	-	fig|394503.7.peg.1283
TAG17089	-	-	-	fig|394503.7.peg.1284
TAG17090	-	-	-	fig|394503.7.peg.1285
TAG17091	-	-	-	fig|394503.7.peg.128
TAG17092	-	-	-	fig|394503.7.peg.1291
TAG17093	-	-	-	fig|394503.7.peg.1294
TAG17094	-	-	-	fig|394503.7.peg.1296
TAG17095	-	-	-	fig|394503.7.peg.1297
TAG17096	-	-	-	fig|394503.7.peg.129
TAG17097	-	-	-	fig|394503.7.peg.1301
TAG17098	-	-	-	fig|394503.7.peg.1306
TAG17099	-	-	-	fig|394503.7.peg.130
TAG17100	-	-	-	fig|394503.7.peg.1317
TAG17101	-	-	-	fig|394503.7.peg.1323
TAG17102	-	-	-	fig|394503.7.peg.1329
TAG17103	-	fig|203119.11.peg.648	fig|31899.10.peg.1849|SAMN05216182_1638	fig|394503.7.peg.1330
TAG17104	-	-	-	fig|394503.7.peg.1332
TAG17105	-	-	-	fig|394503.7.peg.1333
TAG17106	-	-	-	fig|394503.7.peg.1334
TAG17107	-	-	-	fig|394503.7.peg.1335
TAG17108	-	-	-	fig|394503.7.peg.1337
TAG17109	fig|1094508.3.peg.476	"fig|203119.11.peg.610,fig|203119.11.peg.615"	-	"fig|394503.7.peg.1339,fig|394503.7.peg.421"
TAG17110	-	-	-	fig|394503.7.peg.1340
TAG17111	-	-	-	fig|394503.7.peg.1343
TAG17112	-	-	-	fig|394503.7.peg.1345
TAG17113	-	-	-	fig|394503.7.peg.1346
TAG17114	-	-	-	fig|394503.7.peg.1348
TAG17115	-	-	-	fig|394503.7.peg.1350
TAG17116	-	-	-	fig|394503.7.peg.1355
TAG17117	-	-	-	fig|394503.7.peg.1356
TAG17118	-	-	-	fig|394503.7.peg.136
TAG17119	-	-	-	fig|394503.7.peg.1365
TAG17120	fig|1094508.3.peg.968	fig|203119.11.peg.2344	-	fig|394503.7.peg.1368
TAG17121	-	-	-	fig|394503.7.peg.1375
TAG17122	-	-	-	fig|394503.7.peg.1376
TAG17123	-	-	-	fig|394503.7.peg.1377
TAG17124	-	-	-	fig|394503.7.peg.1378
TAG17125	-	-	-	fig|394503.7.peg.1379
TAG17126	-	fig|203119.11.peg.2347	-	fig|394503.7.peg.137
TAG17127	-	-	-	fig|394503.7.peg.1381
TAG17128	-	fig|203119.11.peg.187	-	fig|394503.7.peg.1382
TAG17129	-	-	-	fig|394503.7.peg.1384
TAG17130	-	fig|203119.11.peg.199	-	fig|394503.7.peg.1392
TAG17131	-	-	-	fig|394503.7.peg.1396
TAG17132	-	-	-	fig|394503.7.peg.1397
TAG17133	-	fig|203119.11.peg.2501	-	fig|394503.7.peg.1398
TAG17134	fig|1094508.3.peg.2045	-	-	fig|394503.7.peg.1399
TAG17135	-	-	-	fig|394503.7.peg.1403
TAG17136	-	-	-	fig|394503.7.peg.1406
TAG17137	-	-	-	fig|394503.7.peg.1408
TAG17138	-	-	-	fig|394503.7.peg.1409
TAG17139	-	fig|203119.11.peg.2753	-	fig|394503.7.peg.140
TAG17140	-	-	-	fig|394503.7.peg.1415
TAG17141	-	fig|203119.11.peg.1277	-	fig|394503.7.peg.1416
TAG17142	-	-	-	fig|394503.7.peg.1417
TAG17143	-	-	-	fig|394503.7.peg.1418
TAG17144	-	-	-	fig|394503.7.peg.1419
TAG17145	-	-	-	fig|394503.7.peg.1420
TAG17146	-	-	-	fig|394503.7.peg.1422
TAG17147	-	-	-	fig|394503.7.peg.1423
TAG17148	-	-	-	fig|394503.7.peg.1424
TAG17149	-	-	-	fig|394503.7.peg.1425
TAG17150	-	-	-	fig|394503.7.peg.1426
TAG17151	-	fig|203119.11.peg.3361	-	fig|394503.7.peg.1428
TAG17152	-	-	-	fig|394503.7.peg.1429
TAG17153	-	-	-	fig|394503.7.peg.142
TAG17154	-	-	-	fig|394503.7.peg.1430
TAG17155	-	-	-	fig|394503.7.peg.1436
TAG17156	-	-	-	fig|394503.7.peg.1437
TAG17157	-	-	-	fig|394503.7.peg.1438
TAG17158	-	fig|203119.11.peg.689	-	fig|394503.7.peg.1439
TAG17159	-	fig|203119.11.peg.324	-	fig|394503.7.peg.1441
TAG17160	-	-	-	fig|394503.7.peg.1442
TAG17161	-	-	-	fig|394503.7.peg.1443
TAG17162	-	-	-	fig|394503.7.peg.1444
TAG17163	fig|1094508.3.peg.40	fig|203119.11.peg.1678	fig|31899.10.peg.2290|SAMN05216182_2078	"fig|394503.7.peg.1111,fig|394503.7.peg.1451"
TAG17164	-	-	-	fig|394503.7.peg.1452
TAG17165	-	-	-	fig|394503.7.peg.1456
TAG17166	-	-	-	fig|394503.7.peg.1457
TAG17167	-	-	-	fig|394503.7.peg.1458
TAG17168	-	-	-	fig|394503.7.peg.1462
TAG17169	-	-	-	fig|394503.7.peg.1463
TAG17170	-	-	-	fig|394503.7.peg.1464
TAG17171	-	-	-	fig|394503.7.peg.1467
TAG17172	-	-	-	fig|394503.7.peg.1468
TAG17173	-	-	-	fig|394503.7.peg.1470
TAG17174	-	-	-	fig|394503.7.peg.1473
TAG17175	-	-	-	fig|394503.7.peg.1474
TAG17176	-	-	-	fig|394503.7.peg.1475
TAG17177	-	fig|203119.11.peg.349	-	fig|394503.7.peg.1476
TAG17178	-	-	-	fig|394503.7.peg.1482
TAG17179	-	-	-	fig|394503.7.peg.1488
TAG17180	-	-	-	fig|394503.7.peg.1490
TAG17181	-	fig|203119.11.peg.1461	fig|31899.10.peg.1097|SAMN05216182_0920	fig|394503.7.peg.1492
TAG17182	-	-	-	fig|394503.7.peg.1496
TAG17183	-	-	-	fig|394503.7.peg.1498
TAG17184	-	-	-	fig|394503.7.peg.149
TAG17185	-	-	-	fig|394503.7.peg.14
TAG17186	-	-	-	fig|394503.7.peg.15
TAG17187	-	-	-	fig|394503.7.peg.1500
TAG17188	fig|1094508.3.peg.53	-	fig|31899.10.peg.1294|SAMN05216182_1106	fig|394503.7.peg.1508
TAG17189	-	-	-	fig|394503.7.peg.1509
TAG17190	-	-	-	fig|394503.7.peg.1510
TAG17191	-	-	-	fig|394503.7.peg.1511
TAG17192	fig|1094508.3.peg.1998	fig|203119.11.peg.1059	fig|31899.10.peg.1188|SAMN05216182_0998	fig|394503.7.peg.1514
TAG17193	fig|1094508.3.peg.1997	fig|203119.11.peg.1060	fig|31899.10.peg.1189|SAMN05216182_0999	fig|394503.7.peg.1515
TAG17194	-	-	-	fig|394503.7.peg.1517
TAG17195	-	-	-	fig|394503.7.peg.1520
TAG17196	-	-	-	fig|394503.7.peg.1521
TAG17197	-	-	-	fig|394503.7.peg.1522
TAG17198	-	-	-	fig|394503.7.peg.1527
TAG17199	-	-	-	fig|394503.7.peg.152
TAG17200	-	-	-	fig|394503.7.peg.1530
TAG17201	-	-	-	fig|394503.7.peg.1531
TAG17202	-	-	-	fig|394503.7.peg.1532
TAG17203	-	-	-	fig|394503.7.peg.1533
TAG17204	-	-	-	fig|394503.7.peg.1534
TAG17205	-	-	-	fig|394503.7.peg.1535
TAG17206	-	-	-	fig|394503.7.peg.1536
TAG17207	-	-	-	fig|394503.7.peg.1537
TAG17208	-	-	-	fig|394503.7.peg.1538
TAG17209	-	-	-	fig|394503.7.peg.1539
TAG17210	-	-	-	fig|394503.7.peg.1540
TAG17211	-	-	-	fig|394503.7.peg.1541
TAG17212	-	-	-	fig|394503.7.peg.1542
TAG17213	-	-	-	fig|394503.7.peg.1543
TAG17214	-	-	-	fig|394503.7.peg.1544
TAG17215	-	-	-	fig|394503.7.peg.1545
TAG17216	-	-	-	fig|394503.7.peg.1546
TAG17217	-	-	-	fig|394503.7.peg.1547
TAG17218	-	-	-	fig|394503.7.peg.1548
TAG17219	-	-	-	fig|394503.7.peg.1549
TAG17220	-	-	-	fig|394503.7.peg.1550
TAG17221	-	-	-	fig|394503.7.peg.1551
TAG17222	-	-	-	fig|394503.7.peg.1552
TAG17223	-	-	-	fig|394503.7.peg.1553
TAG17224	-	-	-	fig|394503.7.peg.1554
TAG17225	-	-	-	fig|394503.7.peg.1555
TAG17226	-	-	-	fig|394503.7.peg.1556
TAG17227	-	-	-	fig|394503.7.peg.1557
TAG17228	-	-	-	fig|394503.7.peg.1558
TAG17229	-	-	-	fig|394503.7.peg.1559
TAG17230	-	-	-	fig|394503.7.peg.1560
TAG17231	-	-	-	fig|394503.7.peg.1561
TAG17232	-	-	-	fig|394503.7.peg.1562
TAG17233	-	-	-	fig|394503.7.peg.1565
TAG17234	fig|1094508.3.peg.1318	fig|203119.11.peg.585	-	"fig|394503.7.peg.1149,fig|394503.7.peg.1568"
TAG17235	-	-	-	fig|394503.7.peg.156
TAG17236	-	-	-	fig|394503.7.peg.1583
TAG17237	-	-	-	fig|394503.7.peg.1584
TAG17238	-	-	-	fig|394503.7.peg.1585
TAG17239	-	-	-	fig|394503.7.peg.1586
TAG17240	-	-	-	fig|394503.7.peg.1587
TAG17241	-	-	-	fig|394503.7.peg.1588
TAG17242	-	-	-	fig|394503.7.peg.1590
TAG17243	-	-	-	fig|394503.7.peg.1592
TAG17244	-	-	-	fig|394503.7.peg.1593
TAG17245	-	-	-	fig|394503.7.peg.1598
TAG17246	-	-	-	fig|394503.7.peg.1599
TAG17247	-	-	-	fig|394503.7.peg.1601
TAG17248	-	-	-	fig|394503.7.peg.1602
TAG17249	-	-	-	fig|394503.7.peg.1604
TAG17250	-	-	-	fig|394503.7.peg.1606
TAG17251	-	-	-	fig|394503.7.peg.1607
TAG17252	-	-	-	fig|394503.7.peg.1608
TAG17253	-	-	-	fig|394503.7.peg.1610
TAG17254	-	-	-	fig|394503.7.peg.1611
TAG17255	-	-	-	fig|394503.7.peg.1612
TAG17256	-	-	-	fig|394503.7.peg.1613
TAG17257	-	-	-	fig|394503.7.peg.1614
TAG17258	-	-	-	fig|394503.7.peg.1615
TAG17259	-	-	-	fig|394503.7.peg.1616
TAG17260	-	-	-	fig|394503.7.peg.1617
TAG17261	-	-	-	fig|394503.7.peg.1618
TAG17262	-	-	-	fig|394503.7.peg.1619
TAG17263	-	-	-	fig|394503.7.peg.1620
TAG17264	-	-	-	fig|394503.7.peg.1621
TAG17265	-	-	-	fig|394503.7.peg.1622
TAG17266	-	-	-	fig|394503.7.peg.1623
TAG17267	-	-	-	fig|394503.7.peg.1624
TAG17268	-	-	-	fig|394503.7.peg.1625
TAG17269	-	-	-	fig|394503.7.peg.1626
TAG17270	-	-	-	fig|394503.7.peg.1627
TAG17271	-	-	-	fig|394503.7.peg.1628
TAG17272	-	-	-	fig|394503.7.peg.1629
TAG17273	-	-	-	fig|394503.7.peg.1630
TAG17274	-	-	-	fig|394503.7.peg.1631
TAG17275	-	-	-	fig|394503.7.peg.1632
TAG17276	-	-	-	fig|394503.7.peg.1633
TAG17277	-	-	-	fig|394503.7.peg.1634
TAG17278	-	-	-	fig|394503.7.peg.1635
TAG17279	-	-	-	fig|394503.7.peg.1636
TAG17280	-	-	-	fig|394503.7.peg.1637
TAG17281	-	-	-	fig|394503.7.peg.1638
TAG17282	-	-	-	fig|394503.7.peg.1639
TAG17283	-	-	-	fig|394503.7.peg.1640
TAG17284	-	-	-	fig|394503.7.peg.1641
TAG17285	-	-	-	fig|394503.7.peg.1642
TAG17286	-	-	-	fig|394503.7.peg.1643
TAG17287	-	-	-	fig|394503.7.peg.1644
TAG17288	-	-	-	fig|394503.7.peg.1645
TAG17289	-	-	-	fig|394503.7.peg.1646
TAG17290	-	-	-	fig|394503.7.peg.1647
TAG17291	-	-	fig|31899.10.peg.1721|SAMN05216182_1511	fig|394503.7.peg.1657
TAG17292	fig|1094508.3.peg.648	fig|203119.11.peg.2234	fig|31899.10.peg.944|SAMN05216182_0775	fig|394503.7.peg.165
TAG17293	-	-	-	fig|394503.7.peg.1661
TAG17294	-	-	-	fig|394503.7.peg.1662
TAG17295	-	-	-	fig|394503.7.peg.1663
TAG17296	-	-	-	fig|394503.7.peg.1664
TAG17297	-	-	-	fig|394503.7.peg.1665
TAG17298	-	-	-	fig|394503.7.peg.1667
TAG17299	-	-	-	fig|394503.7.peg.1668
TAG17300	-	-	-	fig|394503.7.peg.1670
TAG17301	-	-	-	fig|394503.7.peg.1671
TAG17302	-	-	-	fig|394503.7.peg.1672
