TAG	Rep_gene	Rep_len	Rep_genome	Gene_cnt_chromosome	Gene_list_chromosome	Gene_cnt_plasmid	Gene_list_plasmid	Genome_cnt	Genome_list	1121259.3	1214564.3	1387555.3	1387557.3	1387569.3	31899.1	351627.8	608506.3	632292.3	632335.8	632348.3	632516.3	632518.3	most_common_function	function_proportion	count_result
TAG5039	fig|351627.8.peg.2839|Csac_2630	143	351627.8	5	fig|1387555.3.peg.2109,fig|1387557.3.peg.2308,fig|351627.8.peg.2839|Csac_2630,fig|632292.3.peg.429|Calhy_0391,fig|632348.3.peg.718|Calkro_0674	0	-	5	1387555.3;1387557.3;351627.8;632292.3;632348.3	-	-	2109	2308	-	-	2839	-	429	-	718	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 5})
TAG5040	fig|351627.8.peg.2840	77	351627.8	1	fig|351627.8.peg.2840	0	-	1	351627.8	-	-	-	-	-	-	2840	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5041	fig|351627.8.peg.2845|Csac_2634	253	351627.8	2	fig|1387557.3.peg.2315,fig|351627.8.peg.2845|Csac_2634	0	-	2	1387557.3;351627.8	-	-	-	2315	-	-	2845	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG5042	fig|351627.8.peg.2846|Csac_2635	249	351627.8	2	fig|1387557.3.peg.2316,fig|351627.8.peg.2846|Csac_2635	0	-	2	1387557.3;351627.8	-	-	-	2316	-	-	2846	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG5043	fig|351627.8.peg.2848|Csac_2637	429	351627.8	5	fig|1387555.3.peg.2114,fig|1387557.3.peg.2318,fig|351627.8.peg.2848|Csac_2637,fig|632292.3.peg.419|Calhy_0381,fig|632348.3.peg.709|Calkro_0665	0	-	5	1387555.3;1387557.3;351627.8;632292.3;632348.3	-	-	2114	2318	-	-	2848	-	419	-	709	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 5})
TAG5044	fig|351627.8.peg.2851|Csac_2640	142	351627.8	1	fig|351627.8.peg.2851|Csac_2640	0	-	1	351627.8	-	-	-	-	-	-	2851	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5045	fig|351627.8.peg.2854	41	351627.8	1	fig|351627.8.peg.2854	0	-	1	351627.8	-	-	-	-	-	-	2854	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5046	fig|351627.8.peg.2857	42	351627.8	1	fig|351627.8.peg.2857	0	-	1	351627.8	-	-	-	-	-	-	2857	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5047	fig|351627.8.peg.2858	40	351627.8	1	fig|351627.8.peg.2858	0	-	1	351627.8	-	-	-	-	-	-	2858	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5048	fig|351627.8.peg.2859	69	351627.8	1	fig|351627.8.peg.2859	0	-	1	351627.8	-	-	-	-	-	-	2859	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5049	fig|351627.8.peg.2862|Csac_2647	121	351627.8	2	fig|1387555.3.peg.450,fig|351627.8.peg.2862|Csac_2647	0	-	2	1387555.3;351627.8	-	-	450	-	-	-	2862	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG5050	fig|351627.8.peg.2865|Csac_2650	179	351627.8	1	fig|351627.8.peg.2865|Csac_2650	0	-	1	351627.8	-	-	-	-	-	-	2865	-	-	-	-	-	-	Ribonuclease HI-related protein	1.0	Counter({'Ribonuclease HI-related protein': 1})
TAG5051	fig|351627.8.peg.2873|Csac_2658	236	351627.8	1	fig|351627.8.peg.2873|Csac_2658	0	-	1	351627.8	-	-	-	-	-	-	2873	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5052	fig|351627.8.peg.2874	63	351627.8	1	fig|351627.8.peg.2874	0	-	1	351627.8	-	-	-	-	-	-	2874	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5053	fig|351627.8.peg.2879|Csac_2663	727	351627.8	4	fig|1387555.3.peg.2142,fig|351627.8.peg.1538|Csac_1386,fig|351627.8.peg.2879|Csac_2663,fig|632348.3.peg.680|Calkro_0638	0	-	3	1387555.3;351627.8;632348.3	-	-	2142	-	-	-	1538,2879	-	-	-	680	-	-	Predicted membrane protein	0.5	Counter({'Predicted membrane protein': 2, 'hypothetical protein': 2})
TAG5054	fig|351627.8.peg.287|Csac_0247	259	351627.8	1	fig|351627.8.peg.287|Csac_0247	0	-	1	351627.8	-	-	-	-	-	-	287	-	-	-	-	-	-	Phage infection protein	1.0	Counter({'Phage infection protein': 1})
TAG5055	fig|351627.8.peg.2884	56	351627.8	1	fig|351627.8.peg.2884	0	-	1	351627.8	-	-	-	-	-	-	2884	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5056	fig|351627.8.peg.2886|Csac_2670	210	351627.8	4	fig|1387555.3.peg.2150,fig|351627.8.peg.1530|Csac_1379,fig|351627.8.peg.2886|Csac_2670,fig|632348.3.peg.673|Calkro_0631	0	-	3	1387555.3;351627.8;632348.3	-	-	2150	-	-	-	1530,2886	-	-	-	673	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 4})
TAG5057	fig|351627.8.peg.2890|Csac_2674	304	351627.8	1	fig|351627.8.peg.2890|Csac_2674	0	-	1	351627.8	-	-	-	-	-	-	2890	-	-	-	-	-	-	Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)	1.0	Counter({'Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)': 1})
TAG5058	fig|351627.8.peg.2894|Csac_2678	210	351627.8	1	fig|351627.8.peg.2894|Csac_2678	0	-	1	351627.8	-	-	-	-	-	-	2894	-	-	-	-	-	-	ATP-dependent DNA helicase	1.0	Counter({'ATP-dependent DNA helicase': 1})
TAG5059	fig|351627.8.peg.2895|Csac_2679	207	351627.8	1	fig|351627.8.peg.2895|Csac_2679	0	-	1	351627.8	-	-	-	-	-	-	2895	-	-	-	-	-	-	ATP-dependent DNA helicase	1.0	Counter({'ATP-dependent DNA helicase': 1})
TAG5060	fig|351627.8.peg.2896|Csac_2680	814	351627.8	7	fig|1387555.3.peg.78,fig|31899.10.peg.1325|SAMN05216182_1137,fig|351627.8.peg.2896|Csac_2680,fig|608506.3.peg.873|COB47_0799,fig|632348.3.peg.1886,fig|632516.3.peg.334|CallaDRAFT_0331,fig|632518.3.peg.2192|Calow_2047	0	-	7	1387555.3;31899.10;351627.8;608506.3;632348.3;632516.3;632518.3	-	-	78	-	-	1325	2896	873	-	-	1886	334	2192	Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)	1.0	Counter({'Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)': 7})
TAG5061	fig|351627.8.peg.290	41	351627.8	2	fig|1214564.3.peg.811,fig|351627.8.peg.290	0	-	2	1214564.3;351627.8	-	811	-	-	-	-	290	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG5062	fig|351627.8.peg.2902	37	351627.8	1	fig|351627.8.peg.2902	0	-	1	351627.8	-	-	-	-	-	-	2902	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5063	fig|351627.8.peg.2906|Csac_2689	696	351627.8	11	fig|1121259.3.peg.1821,fig|1387555.3.peg.2032,fig|1387557.3.peg.1127,fig|31899.10.peg.1314|SAMN05216182_1126,fig|351627.8.peg.2906|Csac_2689,fig|608506.3.peg.865|COB47_0791,fig|632292.3.peg.1920|Calhy_1831,fig|632335.8.peg.2015|Calkr_1858,fig|632348.3.peg.1897|Calkro_1799,fig|632516.3.peg.2060|CallaDRAFT_1990,fig|632518.3.peg.768|Calow_0703	0	-	11	1121259.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1821	-	2032	1127	-	1314	2906	865	1920	2015	1897	2060	768	Xylan alpha-1,2-glucuronosidase (EC 3.2.1.131)	1.0	Counter({'Xylan alpha-1,2-glucuronosidase (EC 3.2.1.131)': 11})
TAG5064	fig|351627.8.peg.2916|Csac_2699	290	351627.8	13	fig|1121259.3.peg.1831,fig|1214564.3.peg.351,fig|1387555.3.peg.2043,fig|1387557.3.peg.1116,fig|1387569.3.peg.2415,fig|31899.10.peg.1304|SAMN05216182_1116,fig|351627.8.peg.2916|Csac_2699,fig|608506.3.peg.855|COB47_0781,fig|632292.3.peg.1931|Calhy_1841,fig|632335.8.peg.2025|Calkr_1868,fig|632348.3.peg.1907|Calkro_1809,fig|632516.3.peg.1894|CallaDRAFT_1825,fig|632518.3.peg.754|Calow_0691	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1831	351	2043	1116	2415	1304	2916	855	1931	2025	1907	1894	754	Prephenate and/or arogenate dehydrogenase (unknown specificity) (EC 1.3.1.12)(EC 1.3.1.43)	1.0	Counter({'Prephenate and/or arogenate dehydrogenase (unknown specificity) (EC 1.3.1.12)(EC 1.3.1.43)': 13})
TAG5065	fig|351627.8.peg.2918|Csac_2701	272	351627.8	13	fig|1121259.3.peg.2390,fig|1214564.3.peg.349,fig|1387555.3.peg.2045,fig|1387557.3.peg.2251,fig|1387569.3.peg.2413,fig|31899.10.peg.2492|SAMN05216182_2273,fig|351627.8.peg.2918|Csac_2701,fig|608506.3.peg.1894|COB47_1772,fig|632292.3.peg.875|Calhy_0813,fig|632335.8.peg.835|Calkr_0736,fig|632348.3.peg.765|Calkro_0721,fig|632516.3.peg.639|CallaDRAFT_0616,fig|632518.3.peg.1785|Calow_1686	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	2390	349	2045	2251	2413	2492	2918	1894	875	835	765	639	1785	Xylose isomerase domain protein TIM barrel	0.692307692308	Counter({'Xylose isomerase domain protein TIM barrel': 9, 'Uncharacterized isomerase/epimerase': 4})
TAG5066	fig|351627.8.peg.2921	43	351627.8	1	fig|351627.8.peg.2921	0	-	1	351627.8	-	-	-	-	-	-	2921	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5067	fig|351627.8.peg.2922	43	351627.8	1	fig|351627.8.peg.2922	0	-	1	351627.8	-	-	-	-	-	-	2922	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5068	fig|351627.8.peg.2923|Csac_2704	366	351627.8	1	fig|351627.8.peg.2923|Csac_2704	0	-	1	351627.8	-	-	-	-	-	-	2923	-	-	-	-	-	-	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
TAG5069	fig|351627.8.peg.2927|Csac_2707	234	351627.8	12	fig|1121259.3.peg.2384,fig|1214564.3.peg.343,fig|1387557.3.peg.2257,fig|1387569.3.peg.2407,fig|31899.10.peg.2499|SAMN05216182_2282,fig|351627.8.peg.2927|Csac_2707,fig|608506.3.peg.1900|COB47_1778,fig|632292.3.peg.868|Calhy_0807,fig|632335.8.peg.827|Calkr_0728,fig|632348.3.peg.759|Calkro_0715,fig|632516.3.peg.632|CallaDRAFT_0609,fig|632518.3.peg.1791|Calow_1692	0	-	12	1121259.3;1214564.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	2384	343	-	2257	2407	2499	2927	1900	868	827	759	632	1791	Protein erfK/srfK precursor	0.666666666667	Counter({'Protein erfK/srfK precursor': 8, 'L,D-transpeptidase': 4})
TAG5070	fig|351627.8.peg.2928|Csac_2708	132	351627.8	13	fig|1121259.3.peg.2383,fig|1214564.3.peg.342,fig|1387555.3.peg.2049,fig|1387557.3.peg.2258,fig|1387569.3.peg.2406,fig|31899.10.peg.2501|SAMN05216182_2283,fig|351627.8.peg.2928|Csac_2708,fig|608506.3.peg.1901|COB47_1779,fig|632292.3.peg.867|Calhy_0806,fig|632335.8.peg.826|Calkr_0727,fig|632348.3.peg.758|Calkro_0714,fig|632516.3.peg.631|CallaDRAFT_0608,fig|632518.3.peg.1792|Calow_1693	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	2383	342	2049	2258	2406	2501	2928	1901	867	826	758	631	1792	Aspartate 1-decarboxylase (EC 4.1.1.11)	1.0	Counter({'Aspartate 1-decarboxylase (EC 4.1.1.11)': 13})
TAG5071	fig|351627.8.peg.2933	40	351627.8	1	fig|351627.8.peg.2933	0	-	1	351627.8	-	-	-	-	-	-	2933	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5072	fig|351627.8.peg.2935|Csac_2714	571	351627.8	2	fig|1121259.3.peg.563,fig|351627.8.peg.2935|Csac_2714	0	-	2	1121259.3;351627.8	563	-	-	-	-	-	2935	-	-	-	-	-	-	Transposase	1.0	Counter({'Transposase': 2})
TAG5073	fig|351627.8.peg.2941	56	351627.8	1	fig|351627.8.peg.2941	0	-	1	351627.8	-	-	-	-	-	-	2941	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5074	fig|351627.8.peg.2945|Csac_2721	752	351627.8	1	fig|351627.8.peg.2945|Csac_2721	0	-	1	351627.8	-	-	-	-	-	-	2945	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5075	fig|351627.8.peg.2946|Csac_2722	2593	351627.8	1	fig|351627.8.peg.2946|Csac_2722	0	-	1	351627.8	-	-	-	-	-	-	2946	-	-	-	-	-	-	S-layer domain protein	1.0	Counter({'S-layer domain protein': 1})
TAG5076	fig|351627.8.peg.2947|Csac_2723	700	351627.8	1	fig|351627.8.peg.2947|Csac_2723	0	-	1	351627.8	-	-	-	-	-	-	2947	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5077	fig|351627.8.peg.2950|Csac_2726	536	351627.8	1	fig|351627.8.peg.2950|Csac_2726	0	-	1	351627.8	-	-	-	-	-	-	2950	-	-	-	-	-	-	ABC transporter, substrate-binding protein (cluster 1, maltose/g3p/polyamine/iron)	1.0	Counter({'ABC transporter, substrate-binding protein (cluster 1, maltose/g3p/polyamine/iron)': 1})
TAG5078	fig|351627.8.peg.2951|Csac_2727	789	351627.8	1	fig|351627.8.peg.2951|Csac_2727	0	-	1	351627.8	-	-	-	-	-	-	2951	-	-	-	-	-	-	Transcriptional regulator, AraC family	1.0	Counter({'Transcriptional regulator, AraC family': 1})
TAG5079	fig|351627.8.peg.2952|Csac_2728	1156	351627.8	1	fig|351627.8.peg.2952|Csac_2728	0	-	1	351627.8	-	-	-	-	-	-	2952	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5080	fig|351627.8.peg.2953|Csac_2729	287	351627.8	1	fig|351627.8.peg.2953|Csac_2729	0	-	1	351627.8	-	-	-	-	-	-	2953	-	-	-	-	-	-	Aliphatic amidase AmiE (EC 3.5.1.4)	1.0	Counter({'Aliphatic amidase AmiE (EC 3.5.1.4)': 1})
TAG5081	fig|351627.8.peg.2955	171	351627.8	1	fig|351627.8.peg.2955	0	-	1	351627.8	-	-	-	-	-	-	2955	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5082	fig|351627.8.peg.2956	301	351627.8	1	fig|351627.8.peg.2956	0	-	1	351627.8	-	-	-	-	-	-	2956	-	-	-	-	-	-	Xylan 1,4-beta-xylosidase (EC 3.2.1.37)	1.0	Counter({'Xylan 1,4-beta-xylosidase (EC 3.2.1.37)': 1})
TAG5083	fig|351627.8.peg.2957|Csac_2734	1024	351627.8	1	fig|351627.8.peg.2957|Csac_2734	0	-	1	351627.8	-	-	-	-	-	-	2957	-	-	-	-	-	-	Evolved beta-D-galactosidase, alpha subunit	1.0	Counter({'Evolved beta-D-galactosidase, alpha subunit': 1})
TAG5084	fig|351627.8.peg.2958|Csac_2735	261	351627.8	1	fig|351627.8.peg.2958|Csac_2735	0	-	1	351627.8	-	-	-	-	-	-	2958	-	-	-	-	-	-	Transcriptional regulator, IclR family	1.0	Counter({'Transcriptional regulator, IclR family': 1})
TAG5085	fig|351627.8.peg.2959|Csac_2736	243	351627.8	1	fig|351627.8.peg.2959|Csac_2736	0	-	1	351627.8	-	-	-	-	-	-	2959	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5086	fig|351627.8.peg.2960|Csac_2737	333	351627.8	1	fig|351627.8.peg.2960|Csac_2737	0	-	1	351627.8	-	-	-	-	-	-	2960	-	-	-	-	-	-	Myo-inositol 2-dehydrogenase	1.0	Counter({'Myo-inositol 2-dehydrogenase': 1})
TAG5087	fig|351627.8.peg.2961|Csac_2738	349	351627.8	1	fig|351627.8.peg.2961|Csac_2738	0	-	1	351627.8	-	-	-	-	-	-	2961	-	-	-	-	-	-	Myo-inositol 2-dehydrogenase (EC 1.1.1.18)	1.0	Counter({'Myo-inositol 2-dehydrogenase (EC 1.1.1.18)': 1})
TAG5088	fig|351627.8.peg.2962|Csac_2739	394	351627.8	1	fig|351627.8.peg.2962|Csac_2739	0	-	1	351627.8	-	-	-	-	-	-	2962	-	-	-	-	-	-	mandelate racemase/muconate lactonizing enzyme family protein	1.0	Counter({'mandelate racemase/muconate lactonizing enzyme family protein': 1})
TAG5089	fig|351627.8.peg.2963|Csac_2740	284	351627.8	1	fig|351627.8.peg.2963|Csac_2740	0	-	1	351627.8	-	-	-	-	-	-	2963	-	-	-	-	-	-	ABC transporter, permease protein 2 (cluster 1, maltose/g3p/polyamine/iron)	1.0	Counter({'ABC transporter, permease protein 2 (cluster 1, maltose/g3p/polyamine/iron)': 1})
TAG5090	fig|351627.8.peg.2964|Csac_2741	293	351627.8	1	fig|351627.8.peg.2964|Csac_2741	0	-	1	351627.8	-	-	-	-	-	-	2964	-	-	-	-	-	-	ABC transporter, permease protein 1 (cluster 1, maltose/g3p/polyamine/iron)	1.0	Counter({'ABC transporter, permease protein 1 (cluster 1, maltose/g3p/polyamine/iron)': 1})
TAG5091	fig|351627.8.peg.2965|Csac_2742	452	351627.8	3	fig|351627.8.peg.2965|Csac_2742,fig|632292.3.peg.539|Calhy_0492,fig|632518.3.peg.2071|Calow_1945	0	-	3	351627.8;632292.3;632518.3	-	-	-	-	-	-	2965	-	539	-	-	-	2071	ABC transporter, substrate-binding protein (cluster 1, maltose/g3p/polyamine/iron)	1.0	Counter({'ABC transporter, substrate-binding protein (cluster 1, maltose/g3p/polyamine/iron)': 3})
TAG5092	fig|351627.8.peg.2966|Csac_2743	296	351627.8	1	fig|351627.8.peg.2966|Csac_2743	0	-	1	351627.8	-	-	-	-	-	-	2966	-	-	-	-	-	-	Dihydrodipicolinate synthase family	1.0	Counter({'Dihydrodipicolinate synthase family': 1})
TAG5093	fig|351627.8.peg.2967|Csac_2744	383	351627.8	1	fig|351627.8.peg.2967|Csac_2744	0	-	1	351627.8	-	-	-	-	-	-	2967	-	-	-	-	-	-	Transposase	1.0	Counter({'Transposase': 1})
TAG5094	fig|351627.8.peg.2968|Csac_2745	297	351627.8	2	fig|351627.8.peg.2968|Csac_2745,fig|632516.3.peg.2322|CallaDRAFT_2234	0	-	2	351627.8;632516.3	-	-	-	-	-	-	2968	-	-	-	-	2322	-	Mobile element protein	0.5	Counter({'Mobile element protein': 1, 'Integrase': 1})
TAG5095	fig|351627.8.peg.2970|Csac_2747	41	351627.8	1	fig|351627.8.peg.2970|Csac_2747	0	-	1	351627.8	-	-	-	-	-	-	2970	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5096	fig|351627.8.peg.2972	37	351627.8	1	fig|351627.8.peg.2972	0	-	1	351627.8	-	-	-	-	-	-	2972	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5097	fig|351627.8.peg.2974	49	351627.8	1	fig|351627.8.peg.2974	0	-	1	351627.8	-	-	-	-	-	-	2974	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5098	fig|351627.8.peg.2975|Csac_2749	89	351627.8	4	fig|351627.8.peg.2975|Csac_2749,fig|632335.8.peg.767|Calkr_0677,fig|632516.3.peg.2388|CallaDRAFT_2295,fig|632518.3.peg.633|Calow_0574	0	-	4	351627.8;632335.8;632516.3;632518.3	-	-	-	-	-	-	2975	-	-	767	-	2388	633	hypothetical protein	1.0	Counter({'hypothetical protein': 4})
TAG5099	fig|351627.8.peg.2977|Csac_2751	202	351627.8	1	fig|351627.8.peg.2977|Csac_2751	0	-	1	351627.8	-	-	-	-	-	-	2977	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5100	fig|351627.8.peg.2978|Csac_2752	285	351627.8	1	fig|351627.8.peg.2978|Csac_2752	0	-	1	351627.8	-	-	-	-	-	-	2978	-	-	-	-	-	-	DNA-methyltransferase	1.0	Counter({'DNA-methyltransferase': 1})
TAG5101	fig|351627.8.peg.2994	48	351627.8	1	fig|351627.8.peg.2994	0	-	1	351627.8	-	-	-	-	-	-	2994	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5102	fig|351627.8.peg.2996|Csac_2768	290	351627.8	11	fig|1121259.3.peg.1559,fig|1214564.3.peg.1305,fig|1387557.3.peg.246,fig|31899.10.peg.360|SAMN05216182_0234,fig|351627.8.peg.2996|Csac_2768,fig|608506.3.peg.2520|COB47_2321,fig|632292.3.peg.2747|Calhy_2613,fig|632335.8.peg.2907|Calkr_2623,fig|632348.3.peg.2739|Calkro_2575,fig|632516.3.peg.378|CallaDRAFT_0378,fig|632518.3.peg.2420|Calow_2256	0	-	11	1121259.3;1214564.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1559	1305	-	246	-	360	2996	2520	2747	2907	2739	378	2420	Chromosome (plasmid) partitioning protein ParB-2	1.0	Counter({'Chromosome (plasmid) partitioning protein ParB-2': 11})
TAG5103	fig|351627.8.peg.299|Csac_0258	304	351627.8	3	fig|1121259.3.peg.361,fig|351627.8.peg.299|Csac_0258,fig|632292.3.peg.2380|Calhy_2272	0	-	3	1121259.3;351627.8;632292.3	361	-	-	-	-	-	299	-	2380	-	-	-	-	FIG01423360: glycoside hydrolase	1.0	Counter({'FIG01423360: glycoside hydrolase': 3})
TAG5104	fig|351627.8.peg.3001|Csac_2773	349	351627.8	13	fig|1121259.3.peg.1565,fig|1214564.3.peg.1310,fig|1387555.3.peg.375,fig|1387557.3.peg.251,fig|1387569.3.peg.270,fig|31899.10.peg.365|SAMN05216182_0239,fig|351627.8.peg.3001|Csac_2773,fig|608506.3.peg.2525|COB47_2326,fig|632292.3.peg.2752|Calhy_2618,fig|632335.8.peg.2913|Calkr_2628,fig|632348.3.peg.2744|Calkro_2580,fig|632516.3.peg.373|CallaDRAFT_0373,fig|632518.3.peg.2425|Calow_2261	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1565	1310	375	251	270	365	3001	2525	2752	2913	2744	373	2425	Inner membrane protein translocase and chaperone YidC, short form OxaI-like	1.0	Counter({'Inner membrane protein translocase and chaperone YidC, short form OxaI-like': 13})
TAG5105	fig|351627.8.peg.3003|Csac_2775	143	351627.8	13	fig|1121259.3.peg.1567,fig|1214564.3.peg.1312,fig|1387555.3.peg.373,fig|1387557.3.peg.253,fig|1387569.3.peg.268,fig|31899.10.peg.367|SAMN05216182_0241,fig|351627.8.peg.3003|Csac_2775,fig|608506.3.peg.2527|COB47_2328,fig|632292.3.peg.2754|Calhy_2620,fig|632335.8.peg.2915|Calkr_2630,fig|632348.3.peg.2746|Calkro_2582,fig|632516.3.peg.371|CallaDRAFT_0371,fig|632518.3.peg.2427|Calow_2263	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1567	1312	373	253	268	367	3003	2527	2754	2915	2746	371	2427	Ribonuclease P protein component (EC 3.1.26.5)	1.0	Counter({'Ribonuclease P protein component (EC 3.1.26.5)': 13})
TAG5106	fig|351627.8.peg.3005|Csac_2777	493	351627.8	11	fig|1121259.3.peg.1570,fig|1214564.3.peg.1314,fig|1387557.3.peg.255,fig|1387569.3.peg.266,fig|31899.10.peg.370|SAMN05216182_0244,fig|351627.8.peg.3005|Csac_2777,fig|608506.3.peg.2529|COB47_2330,fig|632292.3.peg.2757|Calhy_2622,fig|632335.8.peg.2917|Calkr_2632,fig|632348.3.peg.2748|Calkro_2584,fig|632518.3.peg.2429|Calow_2265	0	-	11	1121259.3;1214564.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632518.3	1570	1314	-	255	266	370	3005	2529	2757	2917	2748	-	2429	Nutrient germinant receptor inner membrane subunit A (GerKA/GerAA/GerBA)	1.0	Counter({'Nutrient germinant receptor inner membrane subunit A (GerKA/GerAA/GerBA)': 11})
TAG5107	fig|351627.8.peg.300|Csac_0259	297	351627.8	3	fig|1121259.3.peg.360,fig|351627.8.peg.300|Csac_0259,fig|632292.3.peg.2379|Calhy_2271	0	-	3	1121259.3;351627.8;632292.3	360	-	-	-	-	-	300	-	2379	-	-	-	-	FIG01423360: glycoside hydrolase	1.0	Counter({'FIG01423360: glycoside hydrolase': 3})
TAG5108	fig|351627.8.peg.301|Csac_0260	340	351627.8	9	fig|1121259.3.peg.359,fig|1214564.3.peg.1822,fig|1387557.3.peg.447,fig|351627.8.peg.301|Csac_0260,fig|608506.3.peg.189|COB47_0168,fig|632292.3.peg.2378|Calhy_2270,fig|632292.3.peg.2566|Calhy_2447,fig|632335.8.peg.194|Calkr_0153,fig|632516.3.peg.1236|CallaDRAFT_1181	0	-	8	1121259.3;1214564.3;1387557.3;351627.8;608506.3;632292.3;632335.8;632516.3	359	1822	-	447	-	-	301	189	2378,2566	194	-	1236	-	Transcriptional regulator, LacI family	1.0	Counter({'Transcriptional regulator, LacI family': 9})
TAG5109	fig|351627.8.peg.304	47	351627.8	1	fig|351627.8.peg.304	0	-	1	351627.8	-	-	-	-	-	-	304	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5110	fig|351627.8.peg.307|Csac_0265	327	351627.8	5	fig|1121259.3.peg.354,fig|1214564.3.peg.796,fig|1387557.3.peg.603,fig|351627.8.peg.307|Csac_0265,fig|632292.3.peg.2373|Calhy_2265	0	-	5	1121259.3;1214564.3;1387557.3;351627.8;632292.3	354	796	-	603	-	-	307	-	2373	-	-	-	-	Chitobiose ABC transporter, ATP-binding protein 2	0.6	Counter({'Chitobiose ABC transporter, ATP-binding protein 2': 3, 'Oligopeptide ABC transporter, ATP-binding protein OppF (TC 3.A.1.5.1)': 2})
