rxn_id	in_Cbes_model_through_keggPsammoate	Cbes_gene_kegg	in_Cnes_model_through_CcePsammotate	Cbes_genes_cce	Cce_rxn	in_Cbes_model_through_CthPssammotate	Cbes_genes_cth	Cth_rxn	in_Cbes_model_through_TsacPsammotate	Cbes_genes_tsac	Tsac_rxn	Gene_string	Count	None
R01334	False	None	True	peg.812	PGLYCP	False	- or -	PGLYCP	True	peg.812	PGLYCP	peg.812	peg.812:1.0	Glyoxylate and dicarboxylate metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics,Carbon metabolism
R00999	False	None	False	None	None	True	(peg.1606 or peg.1675) or (peg.1606 or peg.1675)	SHSL4r	True	(peg.1606 or peg.1675)	SHSL4r	peg.1606 or peg.1675	peg.1675:1.0 , peg.1606:1.0	Cysteine and methionine metabolism,Metabolic pathways
SUCD1	False	None	False	None	SUCD1	False	None	None	False	None	None	None	None	None
R02864	True	peg.1681	False	None	None	False	None	None	False	None	None	peg.1681	peg.1681:1.0	Porphyrin and chlorophyll metabolism,Metabolic pathways,Biosynthesis of secondary metabolites
R01701	True	peg.1158	False	None	None	False	None	None	False	None	None	peg.1158	peg.1158:1.0	Metabolic pathways
R01702	True	peg.1158	False	None	None	False	None	None	False	None	None	peg.1158	peg.1158:1.0	Metabolic pathways
BIFHASE2	False	None	False	None	None	False	None	BIFHASE2	False	None	None	None	None	None
R01706	False	None	False	-	FA160ACPHi	False	None	None	False	None	None	None	None	Fatty acid biosynthesis,Metabolic pathways,Fatty acid metabolism
FACOAL150_ISO_	False	None	False	None	None	False	-	FACOAL150_ISO_	True	peg.1248	FACOAL150_ISO_	peg.1248	peg.1248:1.0	None
R08198	True	peg.2680 or peg.2522	False	None	None	False	None	None	False	None	None	peg.2522 or peg.2680	peg.2680:1.0 , peg.2522:1.0	None
R07404	True	peg.1662	False	None	None	False	None	None	False	None	None	peg.1662	peg.1662:1.0	Purine metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics
R10267	True	peg.2421	False	None	None	False	None	None	False	None	None	peg.2421	peg.2421:1.0	None
KAS141	False	None	False	None	None	True	peg.1641 and peg.1640 and peg.1639 and peg.1638 and peg.1637 and peg.1636 and peg.1635	KAS141	False	None	KAS141	peg.1641 or peg.1640 or peg.1636 or peg.1637 or peg.1635 or peg.1638 or peg.1639	peg.1641:1.0 , peg.1640:1.0 , peg.1639:1.0 , peg.1638:1.0 , peg.1637:1.0 , peg.1636:1.0 , peg.1635:1.0	None
R04405	True	peg.86	False	None	None	False	None	None	False	None	None	peg.86	peg.86:1.0	Cysteine and methionine metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of amino acids
R10209	True	peg.797	False	None	None	False	None	None	False	None	None	peg.797	peg.797:1.0	None
DAGK_CT	False	None	False	None	None	False	None	None	False	None	DAGK_CT	None	None	None
BTS2	False	None	False	None	None	True	peg.76 or peg.203	BTS2	False	None	None	peg.203 or peg.76	peg.76:1.0 , peg.203:1.0	None
R09597	True	peg.1081	False	None	None	False	None	None	False	None	None	peg.1081	peg.1081:1.0	None
R11671	True	peg.1638 or peg.1639	False	None	None	False	None	None	False	None	None	peg.1638 or peg.1639	peg.1639:1.0 , peg.1638:1.0	Prodigiosin biosynthesis
ADKd	False	None	False	None	None	True	peg.2234	ADKd	True	peg.2234	ADKd	peg.2234	peg.2234:1.0	None
R06134	True	peg.2701 or peg.1464	False	None	None	False	None	None	False	None	None	peg.2701 or peg.1464	peg.2701:1.0 , peg.1464:1.0	None
R03243	True	peg.1306 or peg.1970	True	(peg.1306 or peg.1970)	HSTPTr	True	(peg.1306 or peg.1970) or -	HSTPT	True	(peg.1306 or peg.1970)	HSTPT	peg.1306 or peg.1970	peg.1970:1.0 , peg.1306:1.0	Histidine metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of amino acids
R07818	False	-	False	None	None	False	None	None	False	None	None	None	None	Glycosaminoglycan degradation,Metabolic pathways
R00004	True	peg.1212	True	peg.812 or - or -	PPA	True	peg.1212	PPA	True	peg.1212	PPA	peg.812 or peg.1212	peg.1212:0.75 , peg.812:0.25	None
R00006	True	peg.934 or peg.1111 or peg.933	False	None	None	False	None	None	False	None	None	peg.1111 or peg.934 or peg.933	peg.934:1.0 , peg.933:1.0 , peg.1111:1.0	Pantothenate and CoA biosynthesis
R04241	False	-	False	None	None	False	None	None	False	None	None	None	None	Folate biosynthesis
R02330	False	None	False	None	None	True	peg.1298	NTP8	True	peg.1298	NTP8	peg.1298	peg.1298:1.0	Pyrimidine metabolism
R02331	False	None	False	None	None	False	None	R3	False	-	NDPK6	None	None	Pyrimidine metabolism,Metabolic pathways
R02332	True	peg.962	False	None	None	False	None	None	False	None	None	peg.962	peg.962:1.0	Pyrimidine metabolism,Metabolic pathways
R00851	True	peg.1636 or peg.1208 or peg.2740	False	None	None	False	None	None	False	None	None	peg.1208 or peg.1636 or peg.2740	peg.2740:1.0 , peg.1636:1.0 , peg.1208:1.0	Glycerolipid metabolism,Glycerophospholipid metabolism,Metabolic pathways,Biosynthesis of secondary metabolites
R04035	True	peg.1965	True	peg.1965	PRATPP	True	peg.1965	PRATPP	True	peg.1965	PRATPP	peg.1965	peg.1965:1.0	Histidine metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of amino acids
R04037	True	peg.1965	True	peg.1965	PRAMPC	True	peg.1965	PRAMPC	True	peg.1965	PRAMPC	peg.1965	peg.1965:1.0	Histidine metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of amino acids
R00615	True	peg.1527	True	peg.1298	TDP	False	None	None	False	None	None	peg.1298 or peg.1527	peg.1527:0.5 , peg.1298:0.5	Thiamine metabolism,Metabolic pathways
R03084	True	peg.2207	True	peg.2207	DHQD1	True	peg.2207	DHQD	True	peg.2207	DHQD	peg.2207	peg.2207:1.0	Phenylalanine, tyrosine and tryptophan biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics,Biosynthesis of amino acids
R03080	False	None	True	peg.841	LCARR	False	None	None	False	None	None	peg.841	peg.841:1.0	None
R03083	True	peg.1838	True	peg.1838 or -	DHQS	True	peg.1838	DHQS	True	peg.1838	DHQS	peg.1838	peg.1838:1.0	Phenylalanine, tyrosine and tryptophan biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics,Biosynthesis of amino acids
R03122	True	peg.126	False	None	None	False	None	None	False	None	None	peg.126	peg.126:1.0	Starch and sucrose metabolism
R00619	True	peg.2317	True	peg.2317	TMDPK	True	peg.2317	TMDPK	True	peg.2317	TMDPK	peg.2317	peg.2317:1.0	Thiamine metabolism,Metabolic pathways
R01880	True	peg.962	False	None	None	False	None	None	False	None	None	peg.962	peg.962:1.0	Pyrimidine metabolism,Metabolic pathways
R05032	True	peg.1237	True	peg.1237	UAGPT3	False	None	UAGPT3	False	None	None	peg.1237	peg.1237:1.0	Peptidoglycan biosynthesis
R10716	False	-	False	None	None	False	None	None	False	None	None	None	None	None
R01411	False	None	False	-	MCSNAH1r	False	None	None	False	None	None	None	None	Pyrimidine metabolism
R00945	True	peg.1541	True	peg.1541	GHMT	True	peg.1541	GHMT2r	True	peg.1541	GHMT2r	peg.1541	peg.1541:1.0	Glycine, serine and threonine metabolism,Cyanoamino acid metabolism,Glyoxylate and dicarboxylate metabolism,One carbon pool by folate,Methane metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Biosynthesis of antibiotics,Carbon metabolism,Biosynthesis of amino acids
R02110	True	peg.990	False	None	None	False	None	None	False	None	None	peg.990	peg.990:1.0	Starch and sucrose metabolism,Metabolic pathways,Biosynthesis of secondary metabolites
R00946	True	peg.735 or (peg.1205 or peg.63) or peg.129	True	peg.1205 or peg.736	METS	False	-	METS	False	-	METS	peg.63 or peg.736 or peg.1205 or peg.735 or peg.129	peg.1205:1.0 , peg.736:0.5 , peg.735:0.5 , peg.63:0.5 , peg.129:0.5	Cysteine and methionine metabolism,One carbon pool by folate,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of amino acids
R00943	True	peg.2770	True	peg.2770	FTHFL	True	peg.2770 or peg.1461	FTHFL	True	peg.2770	FTHFL	peg.1461 or peg.2770	peg.2770:1.0 , peg.1461:0.25	One carbon pool by folate,Carbon fixation pathways in prokaryotes,Metabolic pathways,Microbial metabolism in diverse environments,Carbon metabolism
R00942	False	-	True	peg.1983	THFGLUS	False	None	None	False	None	None	peg.1983	peg.1983:1.0	Folate biosynthesis
R08634	True	peg.2652	False	None	None	False	None	None	False	None	None	peg.2652	peg.2652:1.0	Glucosinolate biosynthesis,2-Oxocarboxylic acid metabolism
R00344	False	None	False	-	PC	False	None	None	False	None	None	None	None	Citrate cycle (TCA cycle),Pyruvate metabolism,Carbon fixation pathways in prokaryotes,Metabolic pathways,Microbial metabolism in diverse environments,Carbon metabolism,Biosynthesis of amino acids
R00228	False	None	True	(peg.1398 or peg.2808) or -	ACALD	False	-	ACALD	False	-	ACALD	peg.2808 or peg.1398	peg.2808:1.0 , peg.1398:1.0	Phenylalanine metabolism,Benzoate degradation,Pyruvate metabolism,Dioxin degradation,Xylene degradation,Metabolic pathways,Microbial metabolism in diverse environments,Degradation of aromatic compounds
R00342	False	None	True	peg.2434	MDH	True	peg.2434 or -	MDH	True	peg.2434	MDH	peg.2434	peg.2434:1.0	Citrate cycle (TCA cycle),Pyruvate metabolism,Glyoxylate and dicarboxylate metabolism,Methane metabolism,Carbon fixation in photosynthetic organisms,Carbon fixation pathways in prokaryotes,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Biosynthesis of antibiotics,Carbon metabolism
R01799	False	-	True	peg.2323	DASYN140,DASYN141,DASYN161,DASYN180,DASYN181,DASYN160,DASYN120	True	peg.2323 or -	PHCYT_CT	False	None	None	peg.2323	peg.2323:1.0	Glycerophospholipid metabolism,Metabolic pathways,Biosynthesis of secondary metabolites
R03471	True	peg.796	False	None	None	False	None	None	False	None	None	peg.796	peg.796:1.0	Thiamine metabolism,Metabolic pathways
R11159	True	peg.2755	False	None	None	False	None	None	False	None	None	peg.2755	peg.2755:1.0	None
R00226	True	peg.934 or peg.1111 or peg.933	True	(peg.1111 or peg.933) and peg.934 and (peg.1111 or peg.933)	ACLS	True	peg.934 and ((peg.1111 or peg.933) or (peg.1111 or peg.933))	ACLS	True	(peg.1111 or peg.933)	ACLS	peg.1111 or peg.934 or peg.933	peg.933:1.0 , peg.1111:1.0 , peg.934:0.75	Valine, leucine and isoleucine biosynthesis,Butanoate metabolism,C5-Branched dibasic acid metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics,2-Oxocarboxylic acid metabolism,Biosynthesis of amino acids
R05884	True	peg.1815	False	None	None	False	None	None	False	None	None	peg.1815	peg.1815:1.0	Terpenoid backbone biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics
R01388	False	None	True	(peg.2522 or peg.2680 or peg.2970)	GLYD	False	None	None	False	None	None	peg.2970 or peg.2522 or peg.2680	peg.2970:1.0 , peg.2680:1.0 , peg.2522:1.0	Glycine, serine and threonine metabolism,Glyoxylate and dicarboxylate metabolism,Methane metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Biosynthesis of antibiotics,Carbon metabolism
R01791	True	peg.561	False	None	None	False	None	None	False	None	None	peg.561	peg.561:1.0	Starch and sucrose metabolism,Metabolic pathways
R01790	False	None	True	peg.627	GLCGSD	False	None	None	False	None	None	peg.627	peg.627:1.0	Starch and sucrose metabolism,Metabolic pathways
R04325	True	peg.1938	True	peg.1938	GARFT	True	peg.1938	GARFTi	True	peg.1938	GARFTi	peg.1938	peg.1938:1.0	Purine metabolism,One carbon pool by folate,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics
R03210	False	None	False	None	None	True	peg.2769	AOXSr	True	peg.2596	AOXSr	peg.2769 or peg.2596	peg.2769:0.5 , peg.2596:0.5	Biotin metabolism,Metabolic pathways
R01517	False	None	False	None	None	False	None	PGK_GTP	False	None	None	None	None	None
R04326	True	peg.1938	False	None	None	False	None	None	False	None	None	peg.1938	peg.1938:1.0	One carbon pool by folate,Metabolic pathways
R01869	True	peg.1871	False	None	None	True	peg.1086 and peg.1871	DHORD10	False	None	None	peg.1871 or peg.1086	peg.1871:1.0 , peg.1086:0.5	Pyrimidine metabolism,Metabolic pathways
R03443	True	peg.1560	True	peg.1560	AGPR	True	peg.1560	AGPR	True	peg.1560	AGPR	peg.1560	peg.1560:1.0	Arginine biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics,2-Oxocarboxylic acid metabolism,Biosynthesis of amino acids
R08232	True	peg.962	False	None	None	False	None	None	False	None	None	peg.962	peg.962:1.0	Drug metabolism - other enzymes
FDH2	False	None	False	None	None	False	None	FDH2	True	(peg.1279 or peg.2935)	FDH2	peg.1279 or peg.2935	peg.2935:1.0 , peg.1279:1.0	None
R01209	True	peg.1110	False	None	None	False	None	None	False	None	None	peg.1110	peg.1110:1.0	Pantothenate and CoA biosynthesis
IPDPS	False	None	False	None	None	True	peg.1815	IPDPS	False	-	IPDPS	peg.1815	peg.1815:1.0	None
R11262	True	peg.126	False	None	None	False	None	None	False	None	None	peg.126	peg.126:1.0	Starch and sucrose metabolism,Metabolic pathways
R08231	True	peg.1873	False	None	None	False	None	None	False	None	None	peg.1873	peg.1873:1.0	Drug metabolism - other enzymes
R03236	True	peg.542 or peg.2336 or peg.1752	True	peg.2336 or peg.1752	PFK_2	True	peg.1752 or peg.2336 or peg.542	PFK_2	True	peg.1752	PFK_2	peg.2336 or peg.542 or peg.1752	peg.1752:1.0 , peg.2336:0.75 , peg.542:0.5	Galactose metabolism,Metabolic pathways
R03237	True	peg.1752 or peg.2336	False	None	None	False	None	None	False	None	None	peg.2336 or peg.1752	peg.2336:1.0 , peg.1752:1.0	Galactose metabolism,Metabolic pathways
R03234	True	peg.1153	False	None	None	False	None	None	False	None	None	peg.1153	peg.1153:1.0	Fructose and mannose metabolism
R00193	True	peg.1347	False	None	None	False	None	None	False	None	None	peg.1347	peg.1347:1.0	None
R03232	True	peg.544	False	None	None	False	None	None	False	None	None	peg.544	peg.544:1.0	Fructose and mannose metabolism,Metabolic pathways,Microbial metabolism in diverse environments
HISt2r	False	None	False	None	None	False	None	HISt2r	False	None	None	None	None	None
R03231	True	peg.77	True	(peg.1687 or peg.2349 or peg.77)	AMAOT	True	peg.77	AMAOTr	True	(peg.1687 or peg.2349 or peg.77)	AMAOTr	peg.1687 or peg.2349 or peg.77	peg.77:1.0 , peg.2349:0.5 , peg.1687:0.5	Biotin metabolism,Metabolic pathways
R02628	False	-	False	None	None	False	None	None	False	None	None	None	None	None
R08558	True	peg.2808	False	None	None	False	None	None	False	None	None	peg.2808	peg.2808:1.0	Glycine, serine and threonine metabolism,Metabolic pathways
R04292	True	peg.1699	False	None	QULNS	True	peg.1699	QULNS	False	None	QULNS	peg.1699	peg.1699:1.0	Nicotinate and nicotinamide metabolism,Metabolic pathways
R03238	True	peg.1752 or peg.2336	False	None	None	False	None	None	False	None	None	peg.2336 or peg.1752	peg.2336:1.0 , peg.1752:1.0	Galactose metabolism,Metabolic pathways
R03239	True	peg.1752 or peg.2336	False	None	None	False	None	None	False	None	None	peg.2336 or peg.1752	peg.2336:1.0 , peg.1752:1.0	Galactose metabolism,Metabolic pathways
R05627	True	peg.2346	True	peg.2346	UDCPDP	False	None	None	True	peg.2346	UDCPDP	peg.2346	peg.2346:1.0	Peptidoglycan biosynthesis
R05626	False	None	False	None	None	True	peg.2346	UDCPKr	True	peg.2346	UDCPKr	peg.2346	peg.2346:1.0	Peptidoglycan biosynthesis
FRUpts2	False	None	False	None	None	False	None	FRUpts2	False	None	None	None	None	None
R02112	True	peg.126	False	None	None	False	None	None	False	None	None	peg.126	peg.126:1.0	Starch and sucrose metabolism,Metabolic pathways
R08620	True	peg.2652	False	None	None	False	None	None	False	None	None	peg.2652	peg.2652:1.0	Glucosinolate biosynthesis,Biosynthesis of secondary metabolites,2-Oxocarboxylic acid metabolism
R09365	True	peg.735 or (peg.1205 or peg.63) or peg.86 or peg.129	False	None	None	False	None	None	False	None	None	peg.63 or peg.86 or peg.1205 or peg.735 or peg.129	peg.86:1.0 , peg.735:1.0 , peg.63:1.0 , peg.129:1.0 , peg.1205:1.0	Selenocompound metabolism
R03217	False	None	False	None	None	True	(peg.1606 or peg.1675) or (peg.1606 or peg.1675)	METB1r	True	(peg.1606 or peg.1675)	METB1r	peg.1606 or peg.1675	peg.1675:1.0 , peg.1606:1.0	Cysteine and methionine metabolism,Metabolic pathways,Biosynthesis of antibiotics
R08624	True	peg.2652	False	None	None	False	None	None	False	None	None	peg.2652	peg.2652:1.0	Glucosinolate biosynthesis,2-Oxocarboxylic acid metabolism
R07105	True	peg.2808	False	None	None	False	None	None	False	None	None	peg.2808	peg.2808:1.0	Metabolism of xenobiotics by cytochrome P450
R05629	True	peg.1234	True	peg.1234	PAPPT1,PAPPT2	False	None	R18	True	peg.1234	PAPPT3	peg.1234	peg.1234:1.0	Peptidoglycan biosynthesis,Metabolic pathways
PPAKr	False	None	False	None	None	True	peg.1986	PPAKr	False	None	None	peg.1986	peg.1986:1.0	None
R01561	True	peg.2283	False	-	PUNP1	True	(peg.1850 or peg.2283 or peg.2293) or -	PUNP1	False	-	PUNP1	peg.2283 or peg.1850 or peg.2293	peg.2283:1.0 , peg.2293:0.5 , peg.1850:0.5	Purine metabolism,Metabolic pathways
R04019	True	peg.888 or peg.1585	False	None	None	False	None	None	False	None	None	peg.1585 or peg.888	peg.888:1.0 , peg.1585:1.0	Sphingolipid metabolism
R08613	True	peg.625	False	None	None	False	None	None	False	None	None	peg.625	peg.625:1.0	None
R00720	True	peg.1298	False	None	None	False	None	None	False	None	None	peg.1298	peg.1298:1.0	Purine metabolism
CYTK13	False	None	False	None	None	False	None	None	True	peg.1813	CYTK13	peg.1813	peg.1813:1.0	None
R01569	False	None	False	-	NTD5	False	None	None	False	None	None	None	None	Pyrimidine metabolism,Metabolic pathways
R05145	True	peg.607	True	peg.607	BTNPL	False	None	None	False	None	None	peg.607	peg.607:1.0	Biotin metabolism,Metabolic pathways
R05142	False	None	False	None	None	True	peg.878 or peg.2930	bglu6,bglu6_ext	False	None	None	peg.2930 or peg.878	peg.878:1.0 , peg.2930:1.0	None
R02649	True	peg.1559	True	peg.1559	ACGK	True	peg.1559	ACGK	True	peg.1559	ACGK	peg.1559	peg.1559:1.0	Arginine biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics,2-Oxocarboxylic acid metabolism,Biosynthesis of amino acids
R01090	True	peg.1109	True	(peg.1109 or peg.2778) or (peg.1109 or peg.2778)	LEUTA	False	-	LEUTAi	True	(peg.1109 or peg.2778)	LEUTAi	peg.1109 or peg.2778	peg.1109:1.0 , peg.2778:0.67	Valine, leucine and isoleucine degradation,Valine, leucine and isoleucine biosynthesis,Glucosinolate biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,2-Oxocarboxylic acid metabolism,Biosynthesis of amino acids
R03632	True	- or peg.856 or - or peg.1526	False	None	None	False	None	None	False	None	None	peg.856 or peg.1526	peg.856:1.0 , peg.1526:1.0	None
R01092	True	peg.1409	True	peg.1409	GALK	False	None	None	False	None	None	peg.1409	peg.1409:1.0	Galactose metabolism,Amino sugar and nucleotide sugar metabolism,Metabolic pathways
R01480	True	peg.1314	False	None	None	False	None	None	False	None	None	peg.1314	peg.1314:1.0	None
R11098	True	peg.589	False	None	None	False	None	None	False	None	None	peg.589	peg.589:1.0	None
R02767	True	peg.1639	True	(peg.1152 or peg.1639 or peg.2965 or peg.611 or peg.932) or - or - or (peg.1152 or peg.1639 or peg.2965 or peg.611 or peg.932)	3OAR40	False	None	None	False	None	None	peg.611 or peg.2965 or peg.1639 or peg.932 or peg.1152	peg.1639:1.0 , peg.932:0.5 , peg.611:0.5 , peg.2965:0.5 , peg.1152:0.5	None
R00425	True	peg.994	False	None	None	True	peg.994	GTPCII	True	peg.994	GTPCII	peg.994	peg.994:1.0	Riboflavin metabolism,Metabolic pathways,Biosynthesis of secondary metabolites
R02765	False	None	False	None	None	False	-	MME	True	peg.96	MME	peg.96	peg.96:1.0	Valine, leucine and isoleucine degradation,Glyoxylate and dicarboxylate metabolism,Propanoate metabolism,Carbon fixation pathways in prokaryotes,Metabolic pathways,Microbial metabolism in diverse environments,Carbon metabolism
LYSLG_CT	False	None	False	None	None	False	None	LYSLG_CT	False	None	LYSLG_CT	None	None	None
R00441	True	peg.2226 or peg.1263 or peg.1517 or peg.1264	False	None	None	False	None	None	False	None	None	peg.1517 or peg.1264 or peg.2226 or peg.1263	peg.2226:1.0 , peg.1517:1.0 , peg.1264:1.0 , peg.1263:1.0	Purine metabolism,Metabolic pathways
R11398	True	peg.967	False	None	None	False	None	None	False	None	None	peg.967	peg.967:1.0	None
R02888	False	None	False	None	45	False	None	None	False	None	None	None	None	None
R02760	True	peg.1814	False	None	None	False	None	None	False	None	None	peg.1814	peg.1814:1.0	None
R02059	True	peg.481	False	None	None	True	peg.481	AGDC_r	True	peg.481	AGDC_r	peg.481	peg.481:1.0	Amino sugar and nucleotide sugar metabolism,Biosynthesis of antibiotics
R02111	True	peg.123 or peg.986 or peg.1045	True	peg.123	GLCP	False	None	None	False	None	None	peg.1045 or peg.986 or peg.123	peg.123:1.0 , peg.986:0.5 , peg.1045:0.5	Starch and sucrose metabolism,Metabolic pathways,Biosynthesis of secondary metabolites
R00860	True	peg.1676 or peg.1677	False	None	APSPTi	False	None	None	False	None	None	peg.1676 or peg.1677	peg.1677:1.0 , peg.1676:1.0	None
R00867	True	peg.2673	False	None	None	False	None	None	False	None	None	peg.2673	peg.2673:1.0	Fructose and mannose metabolism,Metabolic pathways
CDPDSP_CT	False	None	False	None	None	False	None	None	False	None	CDPDSP_CT	None	None	None
R10002	True	peg.593	False	None	None	False	None	None	False	None	None	peg.593	peg.593:1.0	Folate biosynthesis,Metabolic pathways
FACOAL160_ISO_	False	None	False	None	None	False	-	FACOAL160_ISO_	True	peg.1248	FACOAL160_ISO_	peg.1248	peg.1248:1.0	None
cellulase6	False	None	False	None	None	False	(- or - or - or - or - or - or - or peg.2375 or -) and (- or - or - or -)	cellulase6	False	None	None	peg.2375	peg.2375:1.0	None
R02052	False	None	False	None	20,21,22,17,16,19,18	False	None	None	False	None	None	None	None	Glycerophospholipid metabolism,Biosynthesis of secondary metabolites
R02055	False	None	False	-	PSD140,PSD141,PSDC_CC,PSD180,PSD181,PSD120,PSD160,PSD161	False	None	None	False	None	None	None	None	Glycerophospholipid metabolism,Metabolic pathways,Biosynthesis of secondary metabolites
PSDC_CT	False	None	False	None	None	False	None	None	False	None	PSDC_CT	None	None	None
R11154	True	peg.2755	False	None	None	False	None	None	False	None	None	peg.2755	peg.2755:1.0	None
R02322	True	peg.1464	False	None	None	False	None	None	False	None	None	peg.1464	peg.1464:1.0	Nicotinate and nicotinamide metabolism
R04143	False	None	False	-	MTRK	False	None	None	False	None	None	None	None	Cysteine and methionine metabolism,Metabolic pathways
R09394	True	peg.1289	False	None	None	False	None	None	False	None	None	peg.1289	peg.1289:1.0	Folate biosynthesis,Metabolic pathways
R04144	True	peg.1936	True	peg.1936	PRAGSr	True	peg.1936	PRAGSr	True	peg.1936	PRAGSr	peg.1936	peg.1936:1.0	Purine metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics
R08240	True	peg.2148	False	None	None	False	None	None	False	None	None	peg.2148	peg.2148:1.0	Drug metabolism - other enzymes
R06114	False	- or -	False	None	None	False	None	None	False	None	None	None	None	None
R04148	False	None	False	-	CobT	False	-	NNDMBRT	False	None	None	None	None	Porphyrin and chlorophyll metabolism,Metabolic pathways
R02320	True	peg.1753	False	None	None	False	None	None	False	None	None	peg.1753	peg.1753:1.0	Pyruvate metabolism,Metabolic pathways,Microbial metabolism in diverse environments
R01810	True	peg.328	False	None	None	False	None	None	False	None	None	peg.328	peg.328:1.0	None
R07460	True	peg.2042 or peg.2223	False	None	None	False	None	None	False	None	None	peg.2042 or peg.2223	peg.2223:1.0 , peg.2042:1.0	Thiamine metabolism,Metabolic pathways
R10652	True	peg.1462	False	None	None	False	None	None	False	None	None	peg.1462	peg.1462:1.0	None
R03660	True	peg.1771 or peg.1770	False	None	None	True	peg.1770 and peg.1771	PHETRS	True	peg.1771	PHETRS	peg.1771 or peg.1770	peg.1771:1.0 , peg.1770:0.67	Aminoacyl-tRNA biosynthesis
R03052	False	None	False	None	None	False	None	R9	False	None	None	None	None	None
R10088	True	peg.2424 or peg.2425	False	None	None	False	None	None	False	None	None	peg.2424 or peg.2425	peg.2425:1.0 , peg.2424:1.0	None
R03050	True	peg.934 or peg.1111 or peg.933	False	None	None	False	None	None	False	None	None	peg.1111 or peg.934 or peg.933	peg.934:1.0 , peg.933:1.0 , peg.1111:1.0	None
R03051	True	peg.935	False	None	None	False	None	None	False	None	None	peg.935	peg.935:1.0	Pantothenate and CoA biosynthesis
R04198	True	peg.1616	False	None	None	False	None	None	False	None	None	peg.1616	peg.1616:1.0	Monobactam biosynthesis,Lysine biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Biosynthesis of antibiotics,Biosynthesis of amino acids
DAPabc	False	None	False	None	None	False	None	DAPabc	False	None	None	None	None	None
R03940	False	-	False	-	FMETTRS	True	peg.1521	FMETTRS	True	peg.1521	FMETTRS	peg.1521	peg.1521:1.0	One carbon pool by folate,Aminoacyl-tRNA biosynthesis
R03192	True	peg.730	True	peg.730	UAPGR	True	peg.730	UAPGR	True	peg.730	UAPGR	peg.730	peg.730:1.0	Amino sugar and nucleotide sugar metabolism,Peptidoglycan biosynthesis,Metabolic pathways
R03191	True	peg.730	False	None	None	False	None	None	False	None	None	peg.730	peg.730:1.0	Amino sugar and nucleotide sugar metabolism,Peptidoglycan biosynthesis,Metabolic pathways
R04199	True	peg.1616	False	None	None	False	None	None	True	peg.1616	DHDPRy	peg.1616	peg.1616:1.0	Monobactam biosynthesis,Lysine biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Biosynthesis of antibiotics,Biosynthesis of amino acids
R03197	True	peg.1308	False	None	None	False	None	None	False	None	None	peg.1308	peg.1308:1.0	Porphyrin and chlorophyll metabolism,Metabolic pathways,Biosynthesis of secondary metabolites
R03194	True	peg.1685	False	None	None	True	peg.1685	UPP3MT	True	peg.1685	UPP3MT	peg.1685	peg.1685:1.0	Porphyrin and chlorophyll metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments
R00405	False	None	False	None	None	False	None	SUCOAS	True	peg.1248	SUCOAS	peg.1248	peg.1248:1.0	Citrate cycle (TCA cycle),Propanoate metabolism,Carbon fixation pathways in prokaryotes,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Biosynthesis of antibiotics,Carbon metabolism
R05633	True	peg.2017	False	None	None	True	peg.2017	MEPCT	True	peg.2017	MEPCT	peg.2017	peg.2017:1.0	Terpenoid backbone biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics
